[2484, 1767]
[paragraph, [344.0, 366.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 402.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 438.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 474.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 510.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 546.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 582.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 618.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 654.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 690.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 726.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 762.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 798.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 834.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 870.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 906.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 942.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 978.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1014.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1050.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1086.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1122.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1158.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1194.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1230.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1266.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1302.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1338.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1374.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1410.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1446.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1482.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1518.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1554.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1590.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1626.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1662.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1698.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1734.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1770.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1806.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1842.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1878.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1914.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1950.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 1986.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 2022.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 2058.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 2094.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 2130.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
[paragraph, [344.0, 2166.0, 1248.0, 36.0], shoonya_0sA7GKX09629CW, 5753684]
