[1806, 1262]
[folio, [847.0, 110.0, 214.0, 36.0], NTu8ASQhl_, 5681750]
[paragraph, [642.0, 178.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 214.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 250.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 286.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 322.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 358.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 394.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 430.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 466.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 502.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 538.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [642.0, 574.0, 497.0, 36.0], shoonya_1sEYRTC0PASN1L, 5681750]
[paragraph, [97.0, 188.0, 484.0, 36.0], shoonya_10sTWK89QUVN2G, 5681750]
[paragraph, [97.0, 224.0, 484.0, 36.0], shoonya_10sTWK89QUVN2G, 5681750]
[paragraph, [95.0, 295.0, 486.0, 36.0], shoonya_2s8XYRD7RIT05R, 5681750]
[paragraph, [95.0, 331.0, 486.0, 36.0], shoonya_2s8XYRD7RIT05R, 5681750]
[paragraph, [95.0, 367.0, 486.0, 36.0], shoonya_2s8XYRD7RIT05R, 5681750]
[paragraph, [95.0, 403.0, 486.0, 36.0], shoonya_2s8XYRD7RIT05R, 5681750]
[paragraph, [95.0, 439.0, 486.0, 36.0], shoonya_2s8XYRD7RIT05R, 5681750]
[paragraph, [95.0, 475.0, 486.0, 36.0], shoonya_2s8XYRD7RIT05R, 5681750]
[paragraph, [95.0, 511.0, 486.0, 36.0], shoonya_2s8XYRD7RIT05R, 5681750]
[paragraph, [90.0, 583.0, 506.0, 36.0], TaavREhV4Z, 5681750]
[paragraph, [90.0, 619.0, 506.0, 36.0], TaavREhV4Z, 5681750]
[paragraph, [90.0, 655.0, 506.0, 36.0], TaavREhV4Z, 5681750]
[paragraph, [90.0, 691.0, 506.0, 36.0], TaavREhV4Z, 5681750]
[paragraph, [646.0, 618.0, 490.0, 36.0], shoonya_3sSTQARGAJ3585, 5681750]
[paragraph, [646.0, 654.0, 490.0, 36.0], shoonya_3sSTQARGAJ3585, 5681750]
[paragraph, [646.0, 690.0, 490.0, 36.0], shoonya_3sSTQARGAJ3585, 5681750]
[paragraph, [646.0, 726.0, 490.0, 36.0], shoonya_3sSTQARGAJ3585, 5681750]
[paragraph, [646.0, 762.0, 490.0, 36.0], shoonya_3sSTQARGAJ3585, 5681750]
[paragraph, [646.0, 798.0, 490.0, 36.0], shoonya_3sSTQARGAJ3585, 5681750]
[paragraph, [646.0, 834.0, 490.0, 36.0], shoonya_3sSTQARGAJ3585, 5681750]
[paragraph, [646.0, 870.0, 490.0, 36.0], shoonya_3sSTQARGAJ3585, 5681750]
[paragraph, [99.0, 763.0, 487.0, 36.0], shoonya_8sTGMELJ3GAMJR, 5681750]
[paragraph, [99.0, 799.0, 487.0, 36.0], shoonya_8sTGMELJ3GAMJR, 5681750]
[paragraph, [99.0, 835.0, 487.0, 36.0], shoonya_8sTGMELJ3GAMJR, 5681750]
[paragraph, [99.0, 871.0, 487.0, 36.0], shoonya_8sTGMELJ3GAMJR, 5681750]
[paragraph, [99.0, 943.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [99.0, 979.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [99.0, 1015.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [99.0, 1051.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [99.0, 1087.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [99.0, 1123.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [99.0, 1159.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [99.0, 1195.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [99.0, 1231.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [99.0, 1267.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [99.0, 1303.0, 491.0, 36.0], shoonya_5sO593JGWH51X7, 5681750]
[paragraph, [643.0, 1021.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1057.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1093.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1129.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1165.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1201.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1237.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1273.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1309.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1345.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1381.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1417.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1453.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1489.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
