[1242, 909]
[paragraph, [83.0, 86.0, 631.0, 18.0], shoonya_4sRK8D787FEWOT, 5775819]
[paragraph, [83.0, 104.0, 631.0, 18.0], shoonya_4sRK8D787FEWOT, 5775819]
[paragraph, [83.0, 122.0, 631.0, 18.0], shoonya_4sRK8D787FEWOT, 5775819]
[paragraph, [83.0, 140.0, 631.0, 18.0], shoonya_4sRK8D787FEWOT, 5775819]
[paragraph, [83.0, 158.0, 631.0, 18.0], shoonya_4sRK8D787FEWOT, 5775819]
[paragraph, [83.0, 176.0, 631.0, 18.0], shoonya_4sRK8D787FEWOT, 5775819]
[paragraph, [83.0, 194.0, 631.0, 18.0], shoonya_4sRK8D787FEWOT, 5775819]
[paragraph, [83.0, 212.0, 631.0, 18.0], shoonya_4sRK8D787FEWOT, 5775819]
[paragraph, [85.0, 236.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 254.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 272.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 290.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 308.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 326.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 344.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 362.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 380.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 398.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 416.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 434.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [85.0, 452.0, 628.0, 18.0], shoonya_0s4OIS01AMW8BK, 5775819]
[paragraph, [88.0, 486.0, 626.0, 18.0], shoonya_2s7F7ANACKSFNJ, 5775819]
[paragraph, [88.0, 504.0, 626.0, 18.0], shoonya_2s7F7ANACKSFNJ, 5775819]
[paragraph, [88.0, 522.0, 626.0, 18.0], shoonya_2s7F7ANACKSFNJ, 5775819]
[paragraph, [88.0, 540.0, 626.0, 18.0], shoonya_2s7F7ANACKSFNJ, 5775819]
[paragraph, [88.0, 558.0, 626.0, 18.0], shoonya_2s7F7ANACKSFNJ, 5775819]
[paragraph, [88.0, 576.0, 626.0, 18.0], shoonya_2s7F7ANACKSFNJ, 5775819]
[paragraph, [88.0, 594.0, 626.0, 18.0], shoonya_2s7F7ANACKSFNJ, 5775819]
[paragraph, [88.0, 612.0, 626.0, 18.0], shoonya_2s7F7ANACKSFNJ, 5775819]
[paragraph, [88.0, 630.0, 626.0, 18.0], shoonya_2s7F7ANACKSFNJ, 5775819]
[paragraph, [91.0, 662.0, 621.0, 18.0], shoonya_5sESMW3PJXG9K4, 5775819]
[paragraph, [91.0, 680.0, 621.0, 18.0], shoonya_5sESMW3PJXG9K4, 5775819]
[paragraph, [90.0, 711.0, 628.0, 18.0], shoonya_3sYHBCU0YQU5Q5, 5775819]
[paragraph, [90.0, 729.0, 628.0, 18.0], shoonya_3sYHBCU0YQU5Q5, 5775819]
[paragraph, [90.0, 747.0, 628.0, 18.0], shoonya_3sYHBCU0YQU5Q5, 5775819]
[paragraph, [90.0, 765.0, 628.0, 18.0], shoonya_3sYHBCU0YQU5Q5, 5775819]
[paragraph, [90.0, 783.0, 628.0, 18.0], shoonya_3sYHBCU0YQU5Q5, 5775819]
[paragraph, [90.0, 801.0, 628.0, 18.0], shoonya_3sYHBCU0YQU5Q5, 5775819]
[paragraph, [90.0, 819.0, 628.0, 18.0], shoonya_3sYHBCU0YQU5Q5, 5775819]
[paragraph, [90.0, 837.0, 628.0, 18.0], shoonya_3sYHBCU0YQU5Q5, 5775819]
[paragraph, [90.0, 855.0, 628.0, 18.0], shoonya_3sYHBCU0YQU5Q5, 5775819]
[paragraph, [91.0, 884.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
[paragraph, [91.0, 902.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
[paragraph, [91.0, 920.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
[paragraph, [91.0, 938.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
[paragraph, [91.0, 956.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
[paragraph, [91.0, 974.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
[paragraph, [91.0, 992.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
[paragraph, [91.0, 1010.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
[paragraph, [91.0, 1028.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
[paragraph, [91.0, 1046.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
[paragraph, [91.0, 1064.0, 630.0, 18.0], shoonya_1sJGO5LBPLNTIM, 5775819]
