[1754, 1241]
[folio, [53.0, 88.0, 173.0, 36.0], shoonya_9sWENCK1ZMSXBJ, 6472734]
[paragraph, [63.0, 132.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [63.0, 168.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [63.0, 204.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [63.0, 240.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [63.0, 276.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [63.0, 312.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [63.0, 348.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [63.0, 384.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [63.0, 420.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [63.0, 456.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [63.0, 492.0, 546.0, 36.0], shoonya_3s8Z9EEX1X6F6U, 6472734]
[paragraph, [630.0, 139.0, 548.0, 36.0], shoonya_4sICKBJB158VTC, 6472734]
[paragraph, [630.0, 175.0, 548.0, 36.0], shoonya_4sICKBJB158VTC, 6472734]
[paragraph, [630.0, 211.0, 548.0, 36.0], shoonya_4sICKBJB158VTC, 6472734]
[paragraph, [630.0, 247.0, 548.0, 36.0], shoonya_4sICKBJB158VTC, 6472734]
[paragraph, [630.0, 283.0, 548.0, 36.0], shoonya_4sICKBJB158VTC, 6472734]
[paragraph, [629.0, 382.0, 546.0, 36.0], shoonya_1s58N7CFOL0PJ4, 6472734]
[paragraph, [629.0, 418.0, 546.0, 36.0], shoonya_1s58N7CFOL0PJ4, 6472734]
[paragraph, [629.0, 454.0, 546.0, 36.0], shoonya_1s58N7CFOL0PJ4, 6472734]
[paragraph, [629.0, 490.0, 546.0, 36.0], shoonya_1s58N7CFOL0PJ4, 6472734]
[paragraph, [629.0, 526.0, 546.0, 36.0], shoonya_1s58N7CFOL0PJ4, 6472734]
[paragraph, [629.0, 562.0, 546.0, 36.0], shoonya_1s58N7CFOL0PJ4, 6472734]
[paragraph, [629.0, 598.0, 546.0, 36.0], shoonya_1s58N7CFOL0PJ4, 6472734]
[paragraph, [629.0, 634.0, 546.0, 36.0], shoonya_1s58N7CFOL0PJ4, 6472734]
[paragraph, [629.0, 670.0, 546.0, 36.0], shoonya_1s58N7CFOL0PJ4, 6472734]
[paragraph, [629.0, 706.0, 546.0, 36.0], shoonya_1s58N7CFOL0PJ4, 6472734]
[paragraph, [59.0, 575.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 611.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 647.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 683.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 719.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 755.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 791.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 827.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 863.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 899.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 935.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 971.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 1007.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 1043.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 1079.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 1115.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 1151.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [59.0, 1187.0, 551.0, 36.0], shoonya_0sQ2B8ZOGPZP2A, 6472734]
[paragraph, [629.0, 792.0, 541.0, 36.0], shoonya_5s9QQ1TD0ZLW6P, 6472734]
[paragraph, [629.0, 828.0, 541.0, 36.0], shoonya_5s9QQ1TD0ZLW6P, 6472734]
[paragraph, [629.0, 864.0, 541.0, 36.0], shoonya_5s9QQ1TD0ZLW6P, 6472734]
[paragraph, [629.0, 900.0, 541.0, 36.0], shoonya_5s9QQ1TD0ZLW6P, 6472734]
[paragraph, [629.0, 936.0, 541.0, 36.0], shoonya_5s9QQ1TD0ZLW6P, 6472734]
[paragraph, [629.0, 972.0, 541.0, 36.0], shoonya_5s9QQ1TD0ZLW6P, 6472734]
[ordered-list, [624.0, 1043.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1079.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1115.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1151.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1187.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1223.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1259.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1295.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1331.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1367.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1403.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1439.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[ordered-list, [624.0, 1475.0, 549.0, 36.0], shoonya_7sLCWXKRP2U494, 6472734]
[paragraph, [61.0, 1260.0, 546.0, 36.0], shoonya_2sJD0L46TEZ9X6, 6472734]
[paragraph, [61.0, 1296.0, 546.0, 36.0], shoonya_2sJD0L46TEZ9X6, 6472734]
[paragraph, [61.0, 1332.0, 546.0, 36.0], shoonya_2sJD0L46TEZ9X6, 6472734]
[paragraph, [61.0, 1368.0, 546.0, 36.0], shoonya_2sJD0L46TEZ9X6, 6472734]
[paragraph, [61.0, 1404.0, 546.0, 36.0], shoonya_2sJD0L46TEZ9X6, 6472734]
[paragraph, [61.0, 1440.0, 546.0, 36.0], shoonya_2sJD0L46TEZ9X6, 6472734]
[paragraph, [61.0, 1476.0, 546.0, 36.0], shoonya_2sJD0L46TEZ9X6, 6472734]
[paragraph, [61.0, 1512.0, 546.0, 36.0], shoonya_2sJD0L46TEZ9X6, 6472734]
[paragraph, [61.0, 1548.0, 546.0, 36.0], shoonya_2sJD0L46TEZ9X6, 6472734]
[contact-info, [715.0, 1516.0, 463.0, 36.0], shoonya_8s9OLC0JZ37BPZ, 6472734]
