[792, 612]
[paragraph, [61.0, 53.0, 159.0, 18.0], NtMHDeYD_B, 6515481]
[paragraph, [61.0, 71.0, 159.0, 18.0], NtMHDeYD_B, 6515481]
[paragraph, [61.0, 89.0, 159.0, 18.0], NtMHDeYD_B, 6515481]
[headline, [233.0, 55.0, 311.0, 25.5], vNBGOjgi8Z, 6515481]
[author, [347.0, 89.0, 83.0, 18.0], az2BMdspdF, 6515481]
[paragraph, [225.0, 110.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 128.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 146.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 164.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 182.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 200.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 218.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 236.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 254.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 272.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 290.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 308.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 326.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 344.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 362.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 380.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 398.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 416.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 434.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 452.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 470.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 488.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [225.0, 506.0, 157.0, 18.0], shoonya_0sGCGFL59APERS, 6515481]
[paragraph, [389.0, 120.0, 160.0, 18.0], yxkXLRwirR, 6515481]
[paragraph, [389.0, 138.0, 160.0, 18.0], yxkXLRwirR, 6515481]
[paragraph, [389.0, 156.0, 160.0, 18.0], yxkXLRwirR, 6515481]
[paragraph, [389.0, 174.0, 160.0, 18.0], yxkXLRwirR, 6515481]
[paragraph, [389.0, 192.0, 160.0, 18.0], yxkXLRwirR, 6515481]
[paragraph, [389.0, 210.0, 160.0, 18.0], yxkXLRwirR, 6515481]
[paragraph, [61.0, 121.0, 159.0, 18.0], RxNy9l5STf, 6515481]
[paragraph, [61.0, 139.0, 159.0, 18.0], RxNy9l5STf, 6515481]
[paragraph, [61.0, 157.0, 159.0, 18.0], RxNy9l5STf, 6515481]
[paragraph, [61.0, 175.0, 159.0, 18.0], RxNy9l5STf, 6515481]
[paragraph, [61.0, 193.0, 159.0, 18.0], RxNy9l5STf, 6515481]
[paragraph, [61.0, 211.0, 159.0, 18.0], RxNy9l5STf, 6515481]
[paragraph, [61.0, 229.0, 159.0, 18.0], RxNy9l5STf, 6515481]
[paragraph, [61.0, 247.0, 159.0, 18.0], RxNy9l5STf, 6515481]
[paragraph, [61.0, 265.0, 159.0, 18.0], RxNy9l5STf, 6515481]
[paragraph, [61.0, 283.0, 159.0, 18.0], RxNy9l5STf, 6515481]
[paragraph, [390.0, 240.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 258.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 276.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 294.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 312.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 330.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 348.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 366.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 384.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 402.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 420.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [390.0, 438.0, 159.0, 18.0], ZwnBbUtzDq, 6515481]
[paragraph, [60.0, 319.0, 159.0, 18.0], sJ8O1nNQS_, 6515481]
[paragraph, [60.0, 337.0, 159.0, 18.0], sJ8O1nNQS_, 6515481]
[paragraph, [60.0, 355.0, 159.0, 18.0], sJ8O1nNQS_, 6515481]
[paragraph, [60.0, 373.0, 159.0, 18.0], sJ8O1nNQS_, 6515481]
[paragraph, [60.0, 391.0, 159.0, 18.0], sJ8O1nNQS_, 6515481]
[paragraph, [60.0, 409.0, 159.0, 18.0], sJ8O1nNQS_, 6515481]
[paragraph, [60.0, 439.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 457.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 475.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 493.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 511.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 529.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 547.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 565.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 583.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 601.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 619.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 637.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [60.0, 655.0, 159.0, 18.0], ljS-IM-UMZ, 6515481]
[paragraph, [390.0, 464.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 482.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 500.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 518.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 536.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 554.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 572.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 590.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 608.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 626.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 644.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 662.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [390.0, 680.0, 159.0, 18.0], VVn25vkY9M, 6515481]
[paragraph, [225.0, 544.0, 158.0, 18.0], zjA9snxjGT, 6515481]
[paragraph, [225.0, 562.0, 158.0, 18.0], zjA9snxjGT, 6515481]
[paragraph, [225.0, 580.0, 158.0, 18.0], zjA9snxjGT, 6515481]
[paragraph, [225.0, 598.0, 158.0, 18.0], zjA9snxjGT, 6515481]
[paragraph, [225.0, 616.0, 158.0, 18.0], zjA9snxjGT, 6515481]
[paragraph, [225.0, 634.0, 158.0, 18.0], zjA9snxjGT, 6515481]
[paragraph, [225.0, 663.0, 158.0, 18.0], fISbr32Bzd, 6515481]
[paragraph, [225.0, 681.0, 158.0, 18.0], fISbr32Bzd, 6515481]
[paragraph, [225.0, 699.0, 158.0, 18.0], fISbr32Bzd, 6515481]
[contact-info, [81.0, 694.0, 137.0, 18.0], bdj6_7QLfD, 6515481]
