[2200, 1700]
[paragraph, [274.0, 72.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 108.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 144.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 180.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 216.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 252.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 288.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 324.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 360.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 396.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 432.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 468.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 504.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 540.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 576.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 612.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 648.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 684.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 720.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 756.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 792.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 828.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 864.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 900.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 936.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 972.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 1008.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [274.0, 1044.0, 1123.0, 36.0], shoonya_0sY47OXG9ECZ4H, 5730731]
[paragraph, [299.0, 1095.0, 1095.0, 36.0], gzzZgp1Yf7, 5730731]
[paragraph, [299.0, 1131.0, 1095.0, 36.0], gzzZgp1Yf7, 5730731]
[paragraph, [299.0, 1167.0, 1095.0, 36.0], gzzZgp1Yf7, 5730731]
[paragraph, [299.0, 1203.0, 1095.0, 36.0], gzzZgp1Yf7, 5730731]
[paragraph, [307.0, 1223.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1259.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1295.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1331.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1367.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1403.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1439.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1475.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1511.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1547.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1583.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1619.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1655.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1691.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1727.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1763.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1799.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1835.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1871.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1907.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[paragraph, [307.0, 1943.0, 1097.0, 36.0], xV9KgmqTzu, 5730731]
[folio, [946.0, 2021.0, 371.0, 36.0], 3xKi8-9mWT, 5730731]
