[1162, 749]
[folio, [337.0, 75.0, 84.0, 18.0], shoonya_3sFQ5OCOI5Q1AW, 5699804]
[paragraph, [78.0, 119.0, 593.0, 18.0], D9HRf7bClH, 5699804]
[paragraph, [78.0, 137.0, 593.0, 18.0], D9HRf7bClH, 5699804]
[paragraph, [78.0, 155.0, 593.0, 18.0], D9HRf7bClH, 5699804]
[paragraph, [85.0, 190.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [85.0, 208.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [85.0, 226.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [85.0, 244.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [85.0, 262.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [85.0, 280.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [85.0, 298.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [85.0, 316.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [85.0, 334.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [85.0, 352.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [85.0, 370.0, 587.0, 18.0], shoonya_2s9JW52V5ZDFQ3, 5699804]
[paragraph, [86.0, 400.0, 589.0, 18.0], shoonya_1sRW0TEGNRNQHH, 5699804]
[paragraph, [86.0, 418.0, 589.0, 18.0], shoonya_1sRW0TEGNRNQHH, 5699804]
[paragraph, [86.0, 436.0, 589.0, 18.0], shoonya_1sRW0TEGNRNQHH, 5699804]
[paragraph, [86.0, 454.0, 589.0, 18.0], shoonya_1sRW0TEGNRNQHH, 5699804]
[paragraph, [86.0, 472.0, 589.0, 18.0], shoonya_1sRW0TEGNRNQHH, 5699804]
[paragraph, [86.0, 490.0, 589.0, 18.0], shoonya_1sRW0TEGNRNQHH, 5699804]
[paragraph, [86.0, 508.0, 589.0, 18.0], shoonya_1sRW0TEGNRNQHH, 5699804]
[paragraph, [78.0, 538.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 556.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 574.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 592.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 610.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 628.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 646.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 664.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 682.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 700.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 718.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 736.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 754.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 772.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 790.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 808.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 826.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[paragraph, [78.0, 844.0, 593.0, 18.0], shoonya_0s0PDS4GQJNJ15, 5699804]
[section-title, [78.0, 883.0, 588.0, 30.0], erar6LDKGd, 5699804]
[paragraph, [78.0, 920.0, 593.0, 18.0], LOae2ssDxF, 5699804]
[paragraph, [78.0, 938.0, 593.0, 18.0], LOae2ssDxF, 5699804]
[paragraph, [78.0, 956.0, 593.0, 18.0], LOae2ssDxF, 5699804]
[paragraph, [78.0, 974.0, 593.0, 18.0], LOae2ssDxF, 5699804]
[paragraph, [78.0, 992.0, 593.0, 18.0], LOae2ssDxF, 5699804]
[paragraph, [78.0, 1010.0, 593.0, 18.0], LOae2ssDxF, 5699804]
[paragraph, [78.0, 1028.0, 593.0, 18.0], LOae2ssDxF, 5699804]
[paragraph, [78.0, 1046.0, 593.0, 18.0], LOae2ssDxF, 5699804]
[paragraph, [78.0, 1064.0, 593.0, 18.0], LOae2ssDxF, 5699804]
