[1806, 1262]
[folio, [160.0, 100.0, 508.0, 36.0], 2b4d2J7cGn, 5680544]
[paragraph, [99.0, 175.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 211.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 247.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 283.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 319.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 355.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 391.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 427.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 463.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 499.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 535.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 571.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 607.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 643.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 679.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 715.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 751.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 787.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [99.0, 823.0, 502.0, 36.0], shoonya_2s75L5KH7VH2NG, 5680544]
[paragraph, [650.0, 178.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 214.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 250.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 286.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 322.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 358.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 394.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 430.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 466.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 502.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 538.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 574.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 610.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 646.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 682.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 718.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 754.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 790.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 826.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 862.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 898.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 934.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [650.0, 970.0, 510.0, 36.0], shoonya_3sS7L47R6F9MOB, 5680544]
[paragraph, [91.0, 865.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 901.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 937.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 973.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 1009.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 1045.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 1081.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 1117.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 1153.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 1189.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 1225.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 1261.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [91.0, 1297.0, 510.0, 36.0], uXQ-XGqg1L, 5680544]
[paragraph, [657.0, 1014.0, 502.0, 36.0], shoonya_1sPDR8WK8MBUZ4, 5680544]
[paragraph, [657.0, 1050.0, 502.0, 36.0], shoonya_1sPDR8WK8MBUZ4, 5680544]
[paragraph, [657.0, 1086.0, 502.0, 36.0], shoonya_1sPDR8WK8MBUZ4, 5680544]
[paragraph, [657.0, 1122.0, 502.0, 36.0], shoonya_1sPDR8WK8MBUZ4, 5680544]
[paragraph, [657.0, 1158.0, 502.0, 36.0], shoonya_1sPDR8WK8MBUZ4, 5680544]
[paragraph, [654.0, 1228.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1264.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1300.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1336.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1372.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1408.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1444.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1480.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1516.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1552.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1588.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1624.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [654.0, 1660.0, 505.0, 36.0], shoonya_0sXB2P40NH6BWP, 5680544]
[paragraph, [90.0, 1343.0, 511.0, 36.0], shoonya_4sQGNYBJVE34W4, 5680544]
[paragraph, [90.0, 1379.0, 511.0, 36.0], shoonya_4sQGNYBJVE34W4, 5680544]
[paragraph, [90.0, 1415.0, 511.0, 36.0], shoonya_4sQGNYBJVE34W4, 5680544]
[paragraph, [90.0, 1451.0, 511.0, 36.0], shoonya_4sQGNYBJVE34W4, 5680544]
[paragraph, [90.0, 1487.0, 511.0, 36.0], shoonya_4sQGNYBJVE34W4, 5680544]
[paragraph, [90.0, 1523.0, 511.0, 36.0], shoonya_4sQGNYBJVE34W4, 5680544]
[paragraph, [90.0, 1559.0, 511.0, 36.0], shoonya_4sQGNYBJVE34W4, 5680544]
[paragraph, [90.0, 1595.0, 511.0, 36.0], shoonya_4sQGNYBJVE34W4, 5680544]
[paragraph, [90.0, 1631.0, 511.0, 36.0], shoonya_4sQGNYBJVE34W4, 5680544]
[paragraph, [90.0, 1667.0, 511.0, 36.0], shoonya_4sQGNYBJVE34W4, 5680544]
