[2200, 1700]
[section-title, [154.0, 250.0, 722.0, 52.5], lg-zV6DaiX, 5658681]
[unordered-list, [195.0, 345.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 381.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 417.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 453.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 489.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 525.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 561.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 597.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 633.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 669.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 705.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 741.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 777.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
[unordered-list, [195.0, 813.0, 1129.0, 36.0], shoonya_0s98SR5R66E9VO, 5658681]
