[4767, 3325]
[quote, [886.0, 1077.0, 1319.0, 52.5], 7cwCUAIK7O, 5710188]
[quote, [886.0, 1129.5, 1319.0, 52.5], 7cwCUAIK7O, 5710188]
[quote, [886.0, 1182.0, 1319.0, 52.5], 7cwCUAIK7O, 5710188]
[quote, [886.0, 1234.5, 1319.0, 52.5], 7cwCUAIK7O, 5710188]
[paragraph, [377.0, 1351.0, 2337.0, 52.5], shoonya_0s1MSHFC6AGJ05, 5710188]
[paragraph, [377.0, 1403.5, 2337.0, 52.5], shoonya_0s1MSHFC6AGJ05, 5710188]
[paragraph, [377.0, 1456.0, 2337.0, 52.5], shoonya_0s1MSHFC6AGJ05, 5710188]
[paragraph, [377.0, 1508.5, 2337.0, 52.5], shoonya_0s1MSHFC6AGJ05, 5710188]
[paragraph, [377.0, 1561.0, 2337.0, 52.5], shoonya_0s1MSHFC6AGJ05, 5710188]
[paragraph, [377.0, 1613.5, 2337.0, 52.5], shoonya_0s1MSHFC6AGJ05, 5710188]
[paragraph, [377.0, 1666.0, 2337.0, 52.5], shoonya_0s1MSHFC6AGJ05, 5710188]
[paragraph, [377.0, 1718.5, 2337.0, 52.5], shoonya_0s1MSHFC6AGJ05, 5710188]
[paragraph, [377.0, 1771.0, 2337.0, 52.5], shoonya_0s1MSHFC6AGJ05, 5710188]
[paragraph, [378.0, 1871.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 1923.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 1976.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2028.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2081.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2133.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2186.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2238.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2291.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2343.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2396.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2448.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2501.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2553.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2606.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2658.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2711.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2763.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2816.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2868.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2921.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 2973.5, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 3026.0, 2351.0, 52.5], 0l8FM_IM-J, 5710188]
[paragraph, [378.0, 3065.0, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3117.5, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3170.0, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3222.5, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3275.0, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3327.5, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3380.0, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3432.5, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3485.0, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3537.5, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3590.0, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3642.5, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3695.0, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3747.5, 2351.0, 52.5], AIatFS1wJU, 5710188]
[paragraph, [378.0, 3797.0, 2376.0, 52.5], xvrQLfTVeS, 5710188]
[paragraph, [378.0, 3849.5, 2376.0, 52.5], xvrQLfTVeS, 5710188]
[paragraph, [378.0, 3902.0, 2376.0, 52.5], xvrQLfTVeS, 5710188]
[paragraph, [378.0, 3954.5, 2376.0, 52.5], xvrQLfTVeS, 5710188]
[paragraph, [378.0, 4007.0, 2376.0, 52.5], xvrQLfTVeS, 5710188]
[paragraph, [378.0, 4059.5, 2376.0, 52.5], xvrQLfTVeS, 5710188]
[paragraph, [378.0, 4112.0, 2376.0, 52.5], xvrQLfTVeS, 5710188]
[paragraph, [378.0, 4164.5, 2376.0, 52.5], xvrQLfTVeS, 5710188]
