[5500, 3644]
[folio, [2796.0, 505.0, 268.0, 52.5], mhyf-Z5iff, 5709615]
[folio, [2796.0, 557.5, 268.0, 52.5], mhyf-Z5iff, 5709615]
[paragraph, [414.0, 678.0, 2705.0, 52.5], PET9HNCt7T, 5709615]
[paragraph, [414.0, 730.5, 2705.0, 52.5], PET9HNCt7T, 5709615]
[paragraph, [414.0, 783.0, 2705.0, 52.5], PET9HNCt7T, 5709615]
[paragraph, [414.0, 835.5, 2705.0, 52.5], PET9HNCt7T, 5709615]
[paragraph, [414.0, 888.0, 2705.0, 52.5], PET9HNCt7T, 5709615]
[paragraph, [414.0, 940.5, 2705.0, 52.5], PET9HNCt7T, 5709615]
[paragraph, [414.0, 993.0, 2705.0, 52.5], PET9HNCt7T, 5709615]
[paragraph, [414.0, 1045.5, 2705.0, 52.5], PET9HNCt7T, 5709615]
[paragraph, [414.0, 1098.0, 2705.0, 52.5], PET9HNCt7T, 5709615]
[paragraph, [414.0, 1150.5, 2705.0, 52.5], PET9HNCt7T, 5709615]
[paragraph, [432.0, 1230.0, 2687.0, 52.5], U8cAtuu4iz, 5709615]
[paragraph, [432.0, 1282.5, 2687.0, 52.5], U8cAtuu4iz, 5709615]
[paragraph, [432.0, 1335.0, 2687.0, 52.5], U8cAtuu4iz, 5709615]
[paragraph, [432.0, 1387.5, 2687.0, 52.5], U8cAtuu4iz, 5709615]
[paragraph, [432.0, 1440.0, 2687.0, 52.5], U8cAtuu4iz, 5709615]
[paragraph, [432.0, 1492.5, 2687.0, 52.5], U8cAtuu4iz, 5709615]
[paragraph, [432.0, 1545.0, 2687.0, 52.5], U8cAtuu4iz, 5709615]
[paragraph, [419.0, 1608.0, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 1660.5, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 1713.0, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 1765.5, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 1818.0, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 1870.5, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 1923.0, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 1975.5, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 2028.0, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 2080.5, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 2133.0, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [419.0, 2185.5, 2687.0, 52.5], shoonya_0s4L61N942Y8BK, 5709615]
[paragraph, [446.0, 2264.0, 2409.0, 52.5], si0e0qxhCt, 5709615]
[paragraph, [446.0, 2316.5, 2409.0, 52.5], si0e0qxhCt, 5709615]
[paragraph, [400.0, 2396.0, 2719.0, 52.5], P8BPX6-Nd5, 5709615]
[paragraph, [400.0, 2448.5, 2719.0, 52.5], P8BPX6-Nd5, 5709615]
[paragraph, [400.0, 2501.0, 2719.0, 52.5], P8BPX6-Nd5, 5709615]
[paragraph, [400.0, 2553.5, 2719.0, 52.5], P8BPX6-Nd5, 5709615]
[paragraph, [560.0, 2647.0, 1753.0, 52.5], AanffJrWSP, 5709615]
[paragraph, [560.0, 2699.5, 1753.0, 52.5], AanffJrWSP, 5709615]
[paragraph, [382.0, 2793.0, 2669.0, 52.5], 3HmINEFwPV, 5709615]
[paragraph, [382.0, 2845.5, 2669.0, 52.5], 3HmINEFwPV, 5709615]
[paragraph, [382.0, 2898.0, 2669.0, 52.5], 3HmINEFwPV, 5709615]
[paragraph, [382.0, 2950.5, 2669.0, 52.5], 3HmINEFwPV, 5709615]
[paragraph, [387.0, 3043.0, 2669.0, 52.5], pV3tGw3NBI, 5709615]
[paragraph, [387.0, 3095.5, 2669.0, 52.5], pV3tGw3NBI, 5709615]
[paragraph, [387.0, 3148.0, 2669.0, 52.5], pV3tGw3NBI, 5709615]
[paragraph, [387.0, 3200.5, 2669.0, 52.5], pV3tGw3NBI, 5709615]
[paragraph, [387.0, 3253.0, 2669.0, 52.5], pV3tGw3NBI, 5709615]
[paragraph, [432.0, 3321.0, 1935.0, 52.5], yGvSjF80wE, 5709615]
[paragraph, [432.0, 3373.5, 1935.0, 52.5], yGvSjF80wE, 5709615]
[paragraph, [403.0, 3438.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 3490.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 3543.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 3595.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 3648.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 3700.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 3753.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 3805.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 3858.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
