[2230, 1704]
[paragraph, [914.0, 142.0, 723.0, 36.0], oIAIAg9CDE, 5654544]
[paragraph, [914.0, 178.0, 723.0, 36.0], oIAIAg9CDE, 5654544]
[paragraph, [52.0, 147.0, 762.0, 36.0], shoonya_9sA0K2Q22KQXUA, 5654544]
[paragraph, [52.0, 183.0, 762.0, 36.0], shoonya_9sA0K2Q22KQXUA, 5654544]
[paragraph, [1116.0, 204.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 240.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 276.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 312.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 348.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 384.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 420.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 456.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 492.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 528.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 564.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 600.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 636.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 672.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 708.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 744.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 780.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 816.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 852.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 888.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 924.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[paragraph, [1116.0, 960.0, 523.0, 36.0], shoonya_2sAJS0YCZJZD7Z, 5654544]
[section-title, [48.0, 289.0, 625.0, 52.5], KI-jLtkyRC, 5654544]
[paragraph, [39.0, 346.0, 660.0, 36.0], shoonya_10sHXI0E7JDG1V, 5654544]
[paragraph, [39.0, 382.0, 660.0, 36.0], shoonya_10sHXI0E7JDG1V, 5654544]
[paragraph, [20.0, 438.0, 600.0, 36.0], z19_hjXLWe, 5654544]
[paragraph, [20.0, 474.0, 600.0, 36.0], z19_hjXLWe, 5654544]
[paragraph, [20.0, 510.0, 600.0, 36.0], z19_hjXLWe, 5654544]
[paragraph, [30.0, 580.0, 605.0, 36.0], L397bBEys0, 5654544]
[paragraph, [30.0, 616.0, 605.0, 36.0], L397bBEys0, 5654544]
[paragraph, [30.0, 652.0, 605.0, 36.0], L397bBEys0, 5654544]
[paragraph, [30.0, 688.0, 605.0, 36.0], L397bBEys0, 5654544]
[paragraph, [27.0, 719.0, 615.0, 36.0], shoonya_3sQQVD9C6INNSR, 5654544]
[paragraph, [27.0, 755.0, 615.0, 36.0], shoonya_3sQQVD9C6INNSR, 5654544]
[paragraph, [27.0, 791.0, 615.0, 36.0], shoonya_3sQQVD9C6INNSR, 5654544]
[paragraph, [27.0, 827.0, 615.0, 36.0], shoonya_3sQQVD9C6INNSR, 5654544]
[paragraph, [15.0, 869.0, 741.0, 36.0], xlanEUMh-d, 5654544]
[paragraph, [15.0, 905.0, 741.0, 36.0], xlanEUMh-d, 5654544]
[paragraph, [15.0, 941.0, 741.0, 36.0], xlanEUMh-d, 5654544]
[paragraph, [15.0, 977.0, 741.0, 36.0], xlanEUMh-d, 5654544]
[paragraph, [15.0, 1013.0, 741.0, 36.0], xlanEUMh-d, 5654544]
[paragraph, [855.0, 1012.0, 775.0, 36.0], shoonya_6s8AEWYNTB7RRI, 5654544]
[paragraph, [855.0, 1048.0, 775.0, 36.0], shoonya_6s8AEWYNTB7RRI, 5654544]
[paragraph, [855.0, 1084.0, 775.0, 36.0], shoonya_6s8AEWYNTB7RRI, 5654544]
[paragraph, [855.0, 1120.0, 775.0, 36.0], shoonya_6s8AEWYNTB7RRI, 5654544]
[paragraph, [855.0, 1156.0, 775.0, 36.0], shoonya_6s8AEWYNTB7RRI, 5654544]
[paragraph, [45.0, 1060.0, 769.0, 36.0], shoonya_7sD6UTVS3IRK0R, 5654544]
[paragraph, [45.0, 1096.0, 769.0, 36.0], shoonya_7sD6UTVS3IRK0R, 5654544]
[paragraph, [41.0, 1151.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1187.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1223.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1259.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1295.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1331.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1367.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1403.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1439.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1475.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1511.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[paragraph, [41.0, 1547.0, 795.0, 36.0], shoonya_1sR0Q6AM9W3ECV, 5654544]
[section-title, [857.0, 1249.0, 684.0, 52.5], shoonya_15sZ85G6HZZ9HC, 5654544]
[paragraph, [853.0, 1275.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1311.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1347.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1383.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1419.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1455.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1491.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1527.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1563.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1599.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1635.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1671.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1707.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1743.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1779.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1815.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [853.0, 1851.0, 787.0, 36.0], shoonya_0s92LQILT74OCC, 5654544]
[paragraph, [182.0, 1611.0, 546.0, 36.0], shoonya_16s882B20FSUZG, 5654544]
[paragraph, [182.0, 1647.0, 546.0, 36.0], shoonya_16s882B20FSUZG, 5654544]
[paragraph, [182.0, 1683.0, 546.0, 36.0], shoonya_16s882B20FSUZG, 5654544]
[paragraph, [182.0, 1719.0, 546.0, 36.0], shoonya_16s882B20FSUZG, 5654544]
[paragraph, [182.0, 1755.0, 546.0, 36.0], shoonya_16s882B20FSUZG, 5654544]
[paragraph, [61.0, 1798.0, 776.0, 36.0], shoonya_5sPP5G444CYDX2, 5654544]
[paragraph, [61.0, 1834.0, 776.0, 36.0], shoonya_5sPP5G444CYDX2, 5654544]
[paragraph, [61.0, 1870.0, 776.0, 36.0], shoonya_5sPP5G444CYDX2, 5654544]
[paragraph, [61.0, 1906.0, 776.0, 36.0], shoonya_5sPP5G444CYDX2, 5654544]
[paragraph, [61.0, 1942.0, 776.0, 36.0], shoonya_5sPP5G444CYDX2, 5654544]
[paragraph, [61.0, 1978.0, 776.0, 36.0], shoonya_5sPP5G444CYDX2, 5654544]
[paragraph, [61.0, 2014.0, 776.0, 36.0], shoonya_5sPP5G444CYDX2, 5654544]
[paragraph, [61.0, 2050.0, 776.0, 36.0], shoonya_5sPP5G444CYDX2, 5654544]
[paragraph, [858.0, 1898.0, 781.0, 36.0], shoonya_8s0N63OI8W22Q7, 5654544]
[paragraph, [858.0, 1934.0, 781.0, 36.0], shoonya_8s0N63OI8W22Q7, 5654544]
[paragraph, [858.0, 1970.0, 781.0, 36.0], shoonya_8s0N63OI8W22Q7, 5654544]
[paragraph, [858.0, 2006.0, 781.0, 36.0], shoonya_8s0N63OI8W22Q7, 5654544]
[paragraph, [858.0, 2042.0, 781.0, 36.0], shoonya_8s0N63OI8W22Q7, 5654544]
[paragraph, [858.0, 2078.0, 781.0, 36.0], shoonya_8s0N63OI8W22Q7, 5654544]
[folio, [764.0, 2130.0, 184.0, 36.0], shoonya_12sKYZX89T5NZU, 5654544]
