[1200, 825]
[paragraph, [136.0, 107.0, 550.0, 18.0], shoonya_2s69MLGLNQTMBZ, 5691180]
[paragraph, [136.0, 125.0, 550.0, 18.0], shoonya_2s69MLGLNQTMBZ, 5691180]
[paragraph, [136.0, 143.0, 550.0, 18.0], shoonya_2s69MLGLNQTMBZ, 5691180]
[ordered-list, [137.0, 182.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 200.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 218.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 236.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 254.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 272.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 290.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 308.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 326.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 344.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 362.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 380.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 398.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 416.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 434.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 452.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 470.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 488.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 506.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 524.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 542.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 560.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 578.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 596.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 614.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 632.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 650.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 668.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 686.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 704.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 722.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 740.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 758.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 776.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 794.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[ordered-list, [137.0, 812.0, 552.0, 18.0], shoonya_3sKGOTX52YDS1Q, 5691180]
[paragraph, [143.0, 871.0, 540.0, 18.0], shoonya_0sR9KNJS3QAKRM, 5691180]
[paragraph, [143.0, 889.0, 540.0, 18.0], shoonya_0sR9KNJS3QAKRM, 5691180]
[paragraph, [143.0, 907.0, 540.0, 18.0], shoonya_0sR9KNJS3QAKRM, 5691180]
[paragraph, [143.0, 925.0, 540.0, 18.0], shoonya_0sR9KNJS3QAKRM, 5691180]
[paragraph, [143.0, 943.0, 540.0, 18.0], shoonya_0sR9KNJS3QAKRM, 5691180]
[paragraph, [143.0, 961.0, 540.0, 18.0], shoonya_0sR9KNJS3QAKRM, 5691180]
[paragraph, [143.0, 979.0, 540.0, 18.0], shoonya_0sR9KNJS3QAKRM, 5691180]
[paragraph, [143.0, 997.0, 540.0, 18.0], shoonya_0sR9KNJS3QAKRM, 5691180]
[paragraph, [143.0, 1015.0, 540.0, 18.0], shoonya_0sR9KNJS3QAKRM, 5691180]
[paragraph, [143.0, 1033.0, 540.0, 18.0], shoonya_0sR9KNJS3QAKRM, 5691180]
