[1754, 1241]
[section-title, [496.0, 338.0, 229.0, 49.5], D3PEkRyNoP, 5718448]
[paragraph, [80.0, 445.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 481.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 517.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 553.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 589.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 625.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 661.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 697.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 733.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 769.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 805.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [80.0, 841.0, 1074.0, 36.0], shoonya_0sDA1HW0ZJY8LJ, 5718448]
[paragraph, [89.0, 900.0, 1061.0, 36.0], shoonya_1sMAWQJZO3R7VK, 5718448]
[paragraph, [89.0, 936.0, 1061.0, 36.0], shoonya_1sMAWQJZO3R7VK, 5718448]
[paragraph, [89.0, 972.0, 1061.0, 36.0], shoonya_1sMAWQJZO3R7VK, 5718448]
[paragraph, [89.0, 1008.0, 1061.0, 36.0], shoonya_1sMAWQJZO3R7VK, 5718448]
[paragraph, [89.0, 1044.0, 1061.0, 36.0], shoonya_1sMAWQJZO3R7VK, 5718448]
[paragraph, [78.0, 1123.0, 1071.0, 36.0], shoonya_2sYRMGH5T3JMQA, 5718448]
[paragraph, [78.0, 1159.0, 1071.0, 36.0], shoonya_2sYRMGH5T3JMQA, 5718448]
[paragraph, [78.0, 1195.0, 1071.0, 36.0], shoonya_2sYRMGH5T3JMQA, 5718448]
[contact-info, [798.0, 1247.0, 357.0, 36.0], shoonya_3sMDT8C05S0YT0, 5718448]
[contact-info, [798.0, 1283.0, 357.0, 36.0], shoonya_3sMDT8C05S0YT0, 5718448]
[contact-info, [798.0, 1319.0, 357.0, 36.0], shoonya_3sMDT8C05S0YT0, 5718448]
[contact-info, [798.0, 1355.0, 357.0, 36.0], shoonya_3sMDT8C05S0YT0, 5718448]
[paragraph, [60.0, 1507.0, 1110.0, 36.0], shoonya_4s1YZ6CM0SN9YY, 5718448]
[paragraph, [60.0, 1543.0, 1110.0, 36.0], shoonya_4s1YZ6CM0SN9YY, 5718448]
