[2200, 1700]
[paragraph, [250.0, 251.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 287.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 323.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 359.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 395.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 431.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 467.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 503.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 539.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 575.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 611.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 647.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [250.0, 683.0, 1039.0, 36.0], shoonya_1sJJ5AQLLNNG1V, 5651438]
[paragraph, [252.0, 737.0, 1034.0, 36.0], _3CC2ZfpL_, 5651438]
[paragraph, [252.0, 773.0, 1034.0, 36.0], _3CC2ZfpL_, 5651438]
[paragraph, [252.0, 809.0, 1034.0, 36.0], _3CC2ZfpL_, 5651438]
[paragraph, [233.0, 860.0, 1060.0, 36.0], j3sO3ZqhMU, 5651438]
[paragraph, [233.0, 896.0, 1060.0, 36.0], j3sO3ZqhMU, 5651438]
[paragraph, [233.0, 932.0, 1060.0, 36.0], j3sO3ZqhMU, 5651438]
[paragraph, [233.0, 968.0, 1060.0, 36.0], j3sO3ZqhMU, 5651438]
[paragraph, [233.0, 1004.0, 1060.0, 36.0], j3sO3ZqhMU, 5651438]
[paragraph, [244.0, 1041.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1077.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1113.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1149.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1185.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1221.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1257.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1293.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1329.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1365.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1401.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1437.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1473.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1509.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1545.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1581.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1617.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1653.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1689.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1725.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1761.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[paragraph, [244.0, 1797.0, 1061.0, 36.0], shoonya_0sWE68SDK1DP2I, 5651438]
[folio, [1124.0, 1902.0, 108.0, 36.0], vTPyLSMoqf, 5651438]
