[1241, 827]
[folio, [139.0, 52.0, 304.0, 18.0], xm6unHIGF-, 6478464]
[paragraph, [82.0, 143.0, 632.0, 18.0], shoonya_4sAT9Z6QA0XVUP, 6478464]
[paragraph, [82.0, 161.0, 632.0, 18.0], shoonya_4sAT9Z6QA0XVUP, 6478464]
[paragraph, [82.0, 179.0, 632.0, 18.0], shoonya_4sAT9Z6QA0XVUP, 6478464]
[paragraph, [81.0, 225.0, 635.0, 18.0], shoonya_0sJ4METBHMOA9X, 6478464]
[paragraph, [81.0, 243.0, 635.0, 18.0], shoonya_0sJ4METBHMOA9X, 6478464]
[paragraph, [81.0, 261.0, 635.0, 18.0], shoonya_0sJ4METBHMOA9X, 6478464]
[paragraph, [81.0, 279.0, 635.0, 18.0], shoonya_0sJ4METBHMOA9X, 6478464]
[paragraph, [81.0, 297.0, 635.0, 18.0], shoonya_0sJ4METBHMOA9X, 6478464]
[paragraph, [81.0, 315.0, 635.0, 18.0], shoonya_0sJ4METBHMOA9X, 6478464]
[paragraph, [81.0, 333.0, 635.0, 18.0], shoonya_0sJ4METBHMOA9X, 6478464]
[paragraph, [81.0, 351.0, 635.0, 18.0], shoonya_0sJ4METBHMOA9X, 6478464]
[paragraph, [81.0, 369.0, 635.0, 18.0], shoonya_0sJ4METBHMOA9X, 6478464]
[paragraph, [81.0, 387.0, 635.0, 18.0], shoonya_0sJ4METBHMOA9X, 6478464]
[section-title, [84.0, 433.0, 395.0, 30.0], shoonya_2s5JBFUI07Q7YP, 6478464]
[paragraph, [80.0, 473.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 491.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 509.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 527.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 545.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 563.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 581.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 599.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 617.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 635.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 653.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 671.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [80.0, 689.0, 639.0, 18.0], shoonya_1s5GP4VHYW43U0, 6478464]
[paragraph, [73.0, 738.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 756.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 774.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 792.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 810.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 828.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 846.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 864.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 882.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 900.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 918.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[paragraph, [73.0, 936.0, 645.0, 18.0], 81pAow3fkA, 6478464]
[section-title, [81.0, 978.0, 551.0, 30.0], shoonya_3sM26J36M81LGS, 6478464]
[paragraph, [80.0, 1014.0, 639.0, 18.0], RPx2BKsero, 6478464]
[paragraph, [80.0, 1032.0, 639.0, 18.0], RPx2BKsero, 6478464]
[paragraph, [80.0, 1050.0, 639.0, 18.0], RPx2BKsero, 6478464]
[paragraph, [80.0, 1068.0, 639.0, 18.0], RPx2BKsero, 6478464]
[paragraph, [80.0, 1086.0, 639.0, 18.0], RPx2BKsero, 6478464]
[paragraph, [80.0, 1104.0, 639.0, 18.0], RPx2BKsero, 6478464]
[paragraph, [80.0, 1122.0, 639.0, 18.0], RPx2BKsero, 6478464]
[paragraph, [80.0, 1140.0, 639.0, 18.0], RPx2BKsero, 6478464]
