[1261, 898]
[chapter-title, [264.0, 55.0, 261.0, 30.0], shoonya_9sQ5TSSUFI1KZ8, 5776478]
[paragraph, [81.0, 95.0, 632.0, 18.0], shoonya_8sEU0IXCJJX9Y5, 5776478]
[paragraph, [81.0, 113.0, 632.0, 18.0], shoonya_8sEU0IXCJJX9Y5, 5776478]
[paragraph, [81.0, 131.0, 632.0, 18.0], shoonya_8sEU0IXCJJX9Y5, 5776478]
[paragraph, [103.0, 139.0, 434.0, 18.0], HdmLQ_qF_a, 5776478]
[paragraph, [103.0, 157.0, 434.0, 18.0], HdmLQ_qF_a, 5776478]
[paragraph, [93.0, 165.0, 576.0, 18.0], wpqycIHZXO, 5776478]
[paragraph, [76.0, 193.0, 641.0, 18.0], 672ZBudDzs, 5776478]
[paragraph, [76.0, 211.0, 641.0, 18.0], 672ZBudDzs, 5776478]
[paragraph, [76.0, 229.0, 641.0, 18.0], 672ZBudDzs, 5776478]
[paragraph, [76.0, 247.0, 641.0, 18.0], 672ZBudDzs, 5776478]
[paragraph, [82.0, 270.0, 627.0, 18.0], shoonya_5s8UVPZVZ1UB3P, 5776478]
[paragraph, [82.0, 288.0, 627.0, 18.0], shoonya_5s8UVPZVZ1UB3P, 5776478]
[paragraph, [83.0, 321.0, 627.0, 18.0], shoonya_3s7GKL299AMZM8, 5776478]
[paragraph, [83.0, 339.0, 627.0, 18.0], shoonya_3s7GKL299AMZM8, 5776478]
[paragraph, [83.0, 370.0, 628.0, 18.0], shoonya_6sHGDO95WG2SR8, 5776478]
[paragraph, [83.0, 388.0, 628.0, 18.0], shoonya_6sHGDO95WG2SR8, 5776478]
[paragraph, [82.0, 421.0, 627.0, 18.0], shoonya_1sKIE05HX0LMWM, 5776478]
[paragraph, [82.0, 439.0, 627.0, 18.0], shoonya_1sKIE05HX0LMWM, 5776478]
[paragraph, [82.0, 457.0, 627.0, 18.0], shoonya_1sKIE05HX0LMWM, 5776478]
[paragraph, [82.0, 475.0, 627.0, 18.0], shoonya_1sKIE05HX0LMWM, 5776478]
[paragraph, [82.0, 493.0, 627.0, 18.0], shoonya_1sKIE05HX0LMWM, 5776478]
[paragraph, [82.0, 511.0, 627.0, 18.0], shoonya_1sKIE05HX0LMWM, 5776478]
[paragraph, [82.0, 529.0, 627.0, 18.0], shoonya_1sKIE05HX0LMWM, 5776478]
[paragraph, [80.0, 552.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 570.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 588.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 606.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 624.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 642.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 660.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 678.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 696.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 714.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 732.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 750.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 768.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 786.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 804.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 822.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 840.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 858.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 876.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [80.0, 894.0, 630.0, 18.0], shoonya_0sMZ6S7ZFLIM38, 5776478]
[paragraph, [83.0, 916.0, 627.0, 18.0], shoonya_2sB1C8T8KDJS6Y, 5776478]
[paragraph, [83.0, 934.0, 627.0, 18.0], shoonya_2sB1C8T8KDJS6Y, 5776478]
[paragraph, [82.0, 969.0, 628.0, 18.0], shoonya_4s3AKWXZ0BMOQQ, 5776478]
[paragraph, [82.0, 987.0, 628.0, 18.0], shoonya_4s3AKWXZ0BMOQQ, 5776478]
[paragraph, [82.0, 1005.0, 628.0, 18.0], shoonya_4s3AKWXZ0BMOQQ, 5776478]
[paragraph, [82.0, 1023.0, 628.0, 18.0], shoonya_4s3AKWXZ0BMOQQ, 5776478]
[paragraph, [82.0, 1041.0, 628.0, 18.0], shoonya_4s3AKWXZ0BMOQQ, 5776478]
[paragraph, [101.0, 1072.0, 609.0, 18.0], shoonya_7s073CQTDPKMZR, 5776478]
