[2200, 1700]
[paragraph, [348.0, 57.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 93.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 129.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 165.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 201.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 237.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 273.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 309.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 345.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 381.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 417.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 453.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 489.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 525.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 561.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 597.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 633.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 669.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 705.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 741.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 777.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 813.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [348.0, 849.0, 1087.0, 36.0], shoonya_0sPR8AZ438SNFU, 5731434]
[paragraph, [343.0, 907.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 943.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 979.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1015.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1051.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1087.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1123.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1159.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1195.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1231.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1267.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1303.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1339.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1375.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1411.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1447.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1483.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1519.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1555.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1591.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1627.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1663.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1699.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1735.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1771.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [343.0, 1807.0, 1093.0, 36.0], shoonya_1sKWB7ZAQ6I4D4, 5731434]
[paragraph, [483.0, 1877.0, 948.0, 36.0], TZpuUA5JBQ, 5731434]
[folio, [348.0, 2006.0, 365.0, 36.0], P-knZiM57n, 5731434]
