[1300, 900]
[folio, [387.0, 32.0, 120.0, 18.0], AhXmYGoK6o, 5732607]
[folio, [387.0, 50.0, 120.0, 18.0], AhXmYGoK6o, 5732607]
[paragraph, [87.0, 91.0, 708.0, 18.0], shoonya_1sGS2YMCBFTLAQ, 5732607]
[paragraph, [87.0, 109.0, 708.0, 18.0], shoonya_1sGS2YMCBFTLAQ, 5732607]
[paragraph, [87.0, 127.0, 708.0, 18.0], shoonya_1sGS2YMCBFTLAQ, 5732607]
[paragraph, [87.0, 145.0, 708.0, 18.0], shoonya_1sGS2YMCBFTLAQ, 5732607]
[paragraph, [87.0, 163.0, 708.0, 18.0], shoonya_1sGS2YMCBFTLAQ, 5732607]
[paragraph, [82.0, 195.0, 715.0, 18.0], shoonya_9sWVV3CAO7XNGL, 5732607]
[paragraph, [82.0, 213.0, 715.0, 18.0], shoonya_9sWVV3CAO7XNGL, 5732607]
[paragraph, [82.0, 231.0, 715.0, 18.0], shoonya_9sWVV3CAO7XNGL, 5732607]
[paragraph, [82.0, 249.0, 715.0, 18.0], shoonya_9sWVV3CAO7XNGL, 5732607]
[paragraph, [82.0, 267.0, 715.0, 18.0], shoonya_9sWVV3CAO7XNGL, 5732607]
[paragraph, [82.0, 285.0, 715.0, 18.0], shoonya_9sWVV3CAO7XNGL, 5732607]
[paragraph, [82.0, 303.0, 715.0, 18.0], shoonya_9sWVV3CAO7XNGL, 5732607]
[paragraph, [82.0, 321.0, 715.0, 18.0], shoonya_9sWVV3CAO7XNGL, 5732607]
[paragraph, [82.0, 339.0, 715.0, 18.0], shoonya_9sWVV3CAO7XNGL, 5732607]
[paragraph, [85.0, 382.0, 711.0, 18.0], 396ZnNtPx-, 5732607]
[paragraph, [85.0, 400.0, 711.0, 18.0], 396ZnNtPx-, 5732607]
[paragraph, [85.0, 418.0, 711.0, 18.0], 396ZnNtPx-, 5732607]
[paragraph, [85.0, 436.0, 711.0, 18.0], 396ZnNtPx-, 5732607]
[paragraph, [78.0, 467.0, 720.0, 18.0], shoonya_2sIG1VUTDGN5EN, 5732607]
[paragraph, [78.0, 485.0, 720.0, 18.0], shoonya_2sIG1VUTDGN5EN, 5732607]
[paragraph, [78.0, 503.0, 720.0, 18.0], shoonya_2sIG1VUTDGN5EN, 5732607]
[paragraph, [78.0, 521.0, 720.0, 18.0], shoonya_2sIG1VUTDGN5EN, 5732607]
[paragraph, [78.0, 539.0, 720.0, 18.0], shoonya_2sIG1VUTDGN5EN, 5732607]
[paragraph, [88.0, 561.0, 700.0, 18.0], tOjn81LUiY, 5732607]
[paragraph, [88.0, 579.0, 700.0, 18.0], tOjn81LUiY, 5732607]
[paragraph, [88.0, 597.0, 700.0, 18.0], tOjn81LUiY, 5732607]
[paragraph, [88.0, 615.0, 700.0, 18.0], tOjn81LUiY, 5732607]
[paragraph, [88.0, 633.0, 700.0, 18.0], tOjn81LUiY, 5732607]
[paragraph, [88.0, 651.0, 700.0, 18.0], tOjn81LUiY, 5732607]
[paragraph, [88.0, 669.0, 700.0, 18.0], tOjn81LUiY, 5732607]
[paragraph, [80.0, 702.0, 712.0, 18.0], shoonya_0sDWO8W3O6MXDL, 5732607]
[paragraph, [80.0, 720.0, 712.0, 18.0], shoonya_0sDWO8W3O6MXDL, 5732607]
[paragraph, [80.0, 738.0, 712.0, 18.0], shoonya_0sDWO8W3O6MXDL, 5732607]
[paragraph, [80.0, 756.0, 712.0, 18.0], shoonya_0sDWO8W3O6MXDL, 5732607]
[paragraph, [80.0, 774.0, 712.0, 18.0], shoonya_0sDWO8W3O6MXDL, 5732607]
[paragraph, [80.0, 792.0, 712.0, 18.0], shoonya_0sDWO8W3O6MXDL, 5732607]
[paragraph, [80.0, 810.0, 712.0, 18.0], shoonya_0sDWO8W3O6MXDL, 5732607]
[paragraph, [81.0, 841.0, 710.0, 18.0], shoonya_3sWKYJF0LH1NBX, 5732607]
[paragraph, [81.0, 859.0, 710.0, 18.0], shoonya_3sWKYJF0LH1NBX, 5732607]
[paragraph, [81.0, 877.0, 710.0, 18.0], shoonya_3sWKYJF0LH1NBX, 5732607]
[paragraph, [81.0, 895.0, 710.0, 18.0], shoonya_3sWKYJF0LH1NBX, 5732607]
[paragraph, [82.0, 932.0, 709.0, 18.0], shoonya_4sBWPE9IH7W9IR, 5732607]
[paragraph, [82.0, 950.0, 709.0, 18.0], shoonya_4sBWPE9IH7W9IR, 5732607]
[paragraph, [82.0, 968.0, 709.0, 18.0], shoonya_4sBWPE9IH7W9IR, 5732607]
[paragraph, [82.0, 986.0, 709.0, 18.0], shoonya_4sBWPE9IH7W9IR, 5732607]
[paragraph, [81.0, 1024.0, 711.0, 18.0], shoonya_5sN61W21IZ74SD, 5732607]
[paragraph, [81.0, 1042.0, 711.0, 18.0], shoonya_5sN61W21IZ74SD, 5732607]
[paragraph, [81.0, 1060.0, 711.0, 18.0], shoonya_5sN61W21IZ74SD, 5732607]
[paragraph, [81.0, 1078.0, 711.0, 18.0], shoonya_5sN61W21IZ74SD, 5732607]
[paragraph, [79.0, 1121.0, 711.0, 18.0], shoonya_8sJVFSMDA4HVJ9, 5732607]
[paragraph, [79.0, 1139.0, 711.0, 18.0], shoonya_8sJVFSMDA4HVJ9, 5732607]
[paragraph, [79.0, 1157.0, 711.0, 18.0], shoonya_8sJVFSMDA4HVJ9, 5732607]
[paragraph, [79.0, 1175.0, 711.0, 18.0], shoonya_8sJVFSMDA4HVJ9, 5732607]
[paragraph, [126.0, 1207.0, 660.0, 18.0], shoonya_6s2ORTJ7J60FB4, 5732607]
[paragraph, [126.0, 1225.0, 660.0, 18.0], shoonya_6s2ORTJ7J60FB4, 5732607]
