[792, 612]
[paragraph, [51.0, 89.0, 149.0, 18.0], dAJdnUb-Jx, 6515548]
[paragraph, [51.0, 107.0, 149.0, 18.0], dAJdnUb-Jx, 6515548]
[paragraph, [51.0, 125.0, 149.0, 18.0], dAJdnUb-Jx, 6515548]
[paragraph, [229.0, 89.0, 152.0, 18.0], ZTRwZwwd93, 6515548]
[paragraph, [229.0, 107.0, 152.0, 18.0], ZTRwZwwd93, 6515548]
[paragraph, [410.0, 89.0, 151.0, 18.0], sbuEk9-ke6, 6515548]
[paragraph, [410.0, 115.0, 150.0, 18.0], 3qnGXtuhpk, 6515548]
[paragraph, [410.0, 133.0, 150.0, 18.0], 3qnGXtuhpk, 6515548]
[paragraph, [229.0, 129.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 147.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 165.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 183.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 201.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 219.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 237.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 255.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 273.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 291.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 309.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 327.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [229.0, 345.0, 151.0, 18.0], 8rtGoEjawF, 6515548]
[paragraph, [50.0, 150.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 168.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 186.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 204.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 222.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 240.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 258.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 276.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 294.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 312.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 330.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 348.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 366.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 384.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 402.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 420.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 438.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 456.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 474.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 492.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 510.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 528.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 546.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 564.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 582.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 600.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 618.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 636.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 654.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [50.0, 672.0, 150.0, 18.0], shoonya_0sWPLC4EFL4UL7, 6515548]
[paragraph, [409.0, 167.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 185.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 203.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 221.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 239.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 257.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 275.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 293.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 311.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 329.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 347.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 365.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 383.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 401.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 419.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 437.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 455.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 473.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 491.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 509.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
