[1447, 1063]
[folio, [419.0, 50.0, 221.0, 18.0], 7l64srJ2AJ, 5762579]
[headline, [108.0, 94.0, 848.0, 25.5], shoonya_1sA1N1V5NEOKE5, 5762579]
[headline, [108.0, 119.5, 848.0, 25.5], shoonya_1sA1N1V5NEOKE5, 5762579]
[headline, [108.0, 145.0, 848.0, 25.5], shoonya_1sA1N1V5NEOKE5, 5762579]
[headline, [108.0, 170.5, 848.0, 25.5], shoonya_1sA1N1V5NEOKE5, 5762579]
[headline, [108.0, 196.0, 848.0, 25.5], shoonya_1sA1N1V5NEOKE5, 5762579]
[unordered-list, [530.0, 240.0, 443.0, 18.0], c1vu6cUc1F, 5762579]
[unordered-list, [530.0, 258.0, 443.0, 18.0], c1vu6cUc1F, 5762579]
[unordered-list, [530.0, 276.0, 443.0, 18.0], c1vu6cUc1F, 5762579]
[unordered-list, [530.0, 294.0, 443.0, 18.0], c1vu6cUc1F, 5762579]
[unordered-list, [530.0, 312.0, 443.0, 18.0], c1vu6cUc1F, 5762579]
[unordered-list, [530.0, 330.0, 443.0, 18.0], c1vu6cUc1F, 5762579]
[unordered-list, [530.0, 348.0, 443.0, 18.0], c1vu6cUc1F, 5762579]
[unordered-list, [530.0, 366.0, 443.0, 18.0], c1vu6cUc1F, 5762579]
[section-title, [155.0, 368.0, 312.0, 30.0], RbDT8GJwpv, 5762579]
[section-title, [155.0, 398.0, 312.0, 30.0], RbDT8GJwpv, 5762579]
[section-title, [155.0, 428.0, 312.0, 30.0], RbDT8GJwpv, 5762579]
[section-title, [532.0, 409.0, 437.0, 30.0], P0tumhFglz, 5762579]
[section-title, [532.0, 439.0, 437.0, 30.0], P0tumhFglz, 5762579]
[unordered-list, [532.0, 482.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 500.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 518.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 536.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 554.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 572.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 590.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 608.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 626.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 644.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 662.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 680.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 698.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 716.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 734.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 752.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 770.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 788.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 806.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 824.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 842.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 860.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 878.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 896.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 914.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 932.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 950.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 968.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 986.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1004.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1022.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1040.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1058.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1076.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1094.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1112.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1130.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1148.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1166.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1184.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1202.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1220.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1238.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1256.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1274.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[unordered-list, [532.0, 1292.0, 439.0, 18.0], shoonya_0sH0XOC7RB2OXC, 5762579]
[paragraph, [93.0, 495.0, 435.0, 18.0], shoonya_4sPI9SH8LUDOPG, 5762579]
[paragraph, [93.0, 513.0, 435.0, 18.0], shoonya_4sPI9SH8LUDOPG, 5762579]
[paragraph, [93.0, 531.0, 435.0, 18.0], shoonya_4sPI9SH8LUDOPG, 5762579]
[paragraph, [93.0, 549.0, 435.0, 18.0], shoonya_4sPI9SH8LUDOPG, 5762579]
[paragraph, [93.0, 567.0, 435.0, 18.0], shoonya_4sPI9SH8LUDOPG, 5762579]
[paragraph, [93.0, 585.0, 435.0, 18.0], shoonya_4sPI9SH8LUDOPG, 5762579]
[paragraph, [93.0, 603.0, 435.0, 18.0], shoonya_4sPI9SH8LUDOPG, 5762579]
[paragraph, [93.0, 621.0, 435.0, 18.0], shoonya_4sPI9SH8LUDOPG, 5762579]
[section-title, [89.0, 667.0, 438.0, 30.0], shoonya_3sLNX09VL6GU6J, 5762579]
[section-title, [89.0, 697.0, 438.0, 30.0], shoonya_3sLNX09VL6GU6J, 5762579]
[unordered-list, [89.0, 742.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 760.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 778.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 796.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 814.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 832.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 850.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 868.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 886.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 904.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 922.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 940.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 958.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 976.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 994.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 1012.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 1030.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 1048.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 1066.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 1084.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 1102.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 1120.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 1138.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 1156.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
[unordered-list, [89.0, 1174.0, 439.0, 18.0], xe3jc1-cwN, 5762579]
