[1483, 1081]
[section-title, [299.0, 250.0, 452.0, 30.0], shoonya_8sT0A0RHWAKDX4, 5762503]
[section-title, [299.0, 280.0, 452.0, 30.0], shoonya_8sT0A0RHWAKDX4, 5762503]
[paragraph, [112.0, 338.0, 838.0, 18.0], shoonya_10sUU1RCSI8459, 5762503]
[paragraph, [112.0, 356.0, 838.0, 18.0], shoonya_10sUU1RCSI8459, 5762503]
[paragraph, [112.0, 374.0, 838.0, 18.0], shoonya_10sUU1RCSI8459, 5762503]
[paragraph, [112.0, 392.0, 838.0, 18.0], shoonya_10sUU1RCSI8459, 5762503]
[paragraph, [112.0, 410.0, 838.0, 18.0], shoonya_10sUU1RCSI8459, 5762503]
[paragraph, [112.0, 428.0, 838.0, 18.0], shoonya_10sUU1RCSI8459, 5762503]
[paragraph, [112.0, 446.0, 838.0, 18.0], shoonya_10sUU1RCSI8459, 5762503]
[paragraph, [112.0, 464.0, 838.0, 18.0], shoonya_10sUU1RCSI8459, 5762503]
[paragraph, [112.0, 482.0, 838.0, 18.0], shoonya_10sUU1RCSI8459, 5762503]
[section-title, [539.0, 528.0, 322.0, 30.0], shoonya_7sH0U8WA2TI7ZE, 5762503]
[section-title, [539.0, 558.0, 322.0, 30.0], shoonya_7sH0U8WA2TI7ZE, 5762503]
[section-title, [539.0, 588.0, 322.0, 30.0], shoonya_7sH0U8WA2TI7ZE, 5762503]
[unordered-list, [103.0, 624.0, 419.0, 18.0], iFUK_rA-NU, 5762503]
[unordered-list, [103.0, 642.0, 419.0, 18.0], iFUK_rA-NU, 5762503]
[unordered-list, [103.0, 660.0, 419.0, 18.0], iFUK_rA-NU, 5762503]
[unordered-list, [103.0, 678.0, 419.0, 18.0], iFUK_rA-NU, 5762503]
[unordered-list, [103.0, 696.0, 419.0, 18.0], iFUK_rA-NU, 5762503]
[unordered-list, [103.0, 714.0, 419.0, 18.0], iFUK_rA-NU, 5762503]
[unordered-list, [103.0, 732.0, 419.0, 18.0], iFUK_rA-NU, 5762503]
[unordered-list, [103.0, 750.0, 419.0, 18.0], iFUK_rA-NU, 5762503]
[unordered-list, [103.0, 768.0, 419.0, 18.0], iFUK_rA-NU, 5762503]
[unordered-list, [533.0, 624.0, 418.0, 18.0], ded5-tEPLC, 5762503]
[unordered-list, [533.0, 642.0, 418.0, 18.0], ded5-tEPLC, 5762503]
[unordered-list, [533.0, 660.0, 418.0, 18.0], ded5-tEPLC, 5762503]
[unordered-list, [533.0, 678.0, 418.0, 18.0], ded5-tEPLC, 5762503]
[unordered-list, [533.0, 696.0, 418.0, 18.0], ded5-tEPLC, 5762503]
[unordered-list, [533.0, 714.0, 418.0, 18.0], ded5-tEPLC, 5762503]
[unordered-list, [533.0, 732.0, 418.0, 18.0], ded5-tEPLC, 5762503]
[unordered-list, [533.0, 750.0, 418.0, 18.0], ded5-tEPLC, 5762503]
[section-title, [328.0, 821.0, 461.0, 30.0], shoonya_5sJNFCHS0CI0LC, 5762503]
[paragraph, [169.0, 899.0, 739.0, 18.0], shoonya_9s60S3GC74EW53, 5762503]
[paragraph, [169.0, 917.0, 739.0, 18.0], shoonya_9s60S3GC74EW53, 5762503]
[paragraph, [169.0, 935.0, 739.0, 18.0], shoonya_9s60S3GC74EW53, 5762503]
[paragraph, [169.0, 953.0, 739.0, 18.0], shoonya_9s60S3GC74EW53, 5762503]
[paragraph, [169.0, 971.0, 739.0, 18.0], shoonya_9s60S3GC74EW53, 5762503]
[paragraph, [169.0, 989.0, 739.0, 18.0], shoonya_9s60S3GC74EW53, 5762503]
[paragraph, [169.0, 1007.0, 739.0, 18.0], shoonya_9s60S3GC74EW53, 5762503]
[paragraph, [169.0, 1025.0, 739.0, 18.0], shoonya_9s60S3GC74EW53, 5762503]
[contact-info, [235.0, 1054.0, 590.0, 18.0], IFL55a9D84, 5762503]
[contact-info, [235.0, 1072.0, 590.0, 18.0], IFL55a9D84, 5762503]
[contact-info, [235.0, 1090.0, 590.0, 18.0], IFL55a9D84, 5762503]
[contact-info, [235.0, 1108.0, 590.0, 18.0], IFL55a9D84, 5762503]
[contact-info, [235.0, 1126.0, 590.0, 18.0], IFL55a9D84, 5762503]
[contact-info, [235.0, 1144.0, 590.0, 18.0], IFL55a9D84, 5762503]
[website-link, [595.0, 1113.0, 204.0, 18.0], ZlYITmzlym, 5762503]
[website-link, [492.0, 1139.0, 314.0, 18.0], g_Xq5G1hZs, 5762503]
[contact-info, [224.0, 1173.0, 621.0, 18.0], Y3fC4iiV2u, 5762503]
[contact-info, [224.0, 1191.0, 621.0, 18.0], Y3fC4iiV2u, 5762503]
[contact-info, [224.0, 1209.0, 621.0, 18.0], Y3fC4iiV2u, 5762503]
[contact-info, [224.0, 1227.0, 621.0, 18.0], Y3fC4iiV2u, 5762503]
[contact-info, [224.0, 1245.0, 621.0, 18.0], Y3fC4iiV2u, 5762503]
[contact-info, [224.0, 1263.0, 621.0, 18.0], Y3fC4iiV2u, 5762503]
[contact-info, [224.0, 1281.0, 621.0, 18.0], Y3fC4iiV2u, 5762503]
[contact-info, [224.0, 1299.0, 621.0, 18.0], Y3fC4iiV2u, 5762503]
