[1839, 1268]
[paragraph, [202.0, 190.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 226.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 262.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 298.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 334.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 370.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 406.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 442.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 478.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 514.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 550.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 586.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 622.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 658.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 694.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 730.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 766.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 802.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 838.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [202.0, 874.0, 1003.0, 36.0], shoonya_0sOK0031BDTI92, 5744302]
[paragraph, [206.0, 952.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 988.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1024.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1060.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1096.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1132.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1168.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1204.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1240.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1276.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1312.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1348.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1384.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1420.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1456.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1492.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
[paragraph, [206.0, 1528.0, 960.0, 36.0], 8-KqPb79Xx, 5744302]
