[595, 454]
[chapter-title, [238.0, 142.0, 190.0, 30.0], ekhWkhky4D, 6460589]
[paragraph, [229.0, 200.0, 178.0, 18.0], Hc1ymRxi-G, 6460589]
[paragraph, [26.0, 202.0, 202.0, 18.0], paNs4lAgf3, 6460589]
[paragraph, [26.0, 220.0, 202.0, 18.0], paNs4lAgf3, 6460589]
[paragraph, [26.0, 238.0, 202.0, 18.0], paNs4lAgf3, 6460589]
[paragraph, [26.0, 256.0, 202.0, 18.0], paNs4lAgf3, 6460589]
[paragraph, [26.0, 274.0, 202.0, 18.0], paNs4lAgf3, 6460589]
[paragraph, [26.0, 292.0, 202.0, 18.0], paNs4lAgf3, 6460589]
[paragraph, [229.0, 220.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 238.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 256.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 274.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 292.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 310.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 328.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 346.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 364.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 382.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 400.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 418.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 436.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 454.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 472.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [229.0, 490.0, 199.0, 18.0], JoDhq_304H, 6460589]
[paragraph, [31.0, 320.0, 196.0, 18.0], fqqHYArZG3, 6460589]
[paragraph, [31.0, 338.0, 196.0, 18.0], fqqHYArZG3, 6460589]
[paragraph, [31.0, 356.0, 196.0, 18.0], fqqHYArZG3, 6460589]
[paragraph, [31.0, 374.0, 196.0, 18.0], fqqHYArZG3, 6460589]
[paragraph, [31.0, 392.0, 196.0, 18.0], fqqHYArZG3, 6460589]
[paragraph, [31.0, 410.0, 196.0, 18.0], fqqHYArZG3, 6460589]
[paragraph, [31.0, 428.0, 196.0, 18.0], fqqHYArZG3, 6460589]
[paragraph, [35.0, 452.0, 194.0, 18.0], OwPdEdnbmH, 6460589]
[paragraph, [35.0, 470.0, 194.0, 18.0], OwPdEdnbmH, 6460589]
[paragraph, [35.0, 488.0, 194.0, 18.0], OwPdEdnbmH, 6460589]
[paragraph, [35.0, 506.0, 194.0, 18.0], OwPdEdnbmH, 6460589]
[paragraph, [238.0, 510.0, 190.0, 18.0], kmzxhhdyrH, 6460589]
[folio, [200.0, 544.0, 59.0, 18.0], VrVp898f1T, 6460589]
