[1736, 1323]
[headline, [492.0, 493.0, 707.0, 37.5], shoonya_13sG6PH16PF9RZ, 5771500]
[headline, [492.0, 530.5, 707.0, 37.5], shoonya_13sG6PH16PF9RZ, 5771500]
[paragraph, [121.0, 622.0, 352.0, 36.0], shoonya_6s85241530ZN8R, 5771500]
[paragraph, [121.0, 658.0, 352.0, 36.0], shoonya_6s85241530ZN8R, 5771500]
[paragraph, [121.0, 694.0, 352.0, 36.0], shoonya_6s85241530ZN8R, 5771500]
[paragraph, [845.0, 630.0, 355.0, 36.0], shoonya_7sKN6A1L87S1AX, 5771500]
[paragraph, [845.0, 666.0, 355.0, 36.0], shoonya_7sKN6A1L87S1AX, 5771500]
[paragraph, [482.0, 637.0, 346.0, 36.0], shoonya_8s0T29ZS76B2O5, 5771500]
[paragraph, [482.0, 673.0, 346.0, 36.0], shoonya_8s0T29ZS76B2O5, 5771500]
[paragraph, [848.0, 717.0, 349.0, 36.0], shoonya_2s908ED14CPSBN, 5771500]
[paragraph, [848.0, 753.0, 349.0, 36.0], shoonya_2s908ED14CPSBN, 5771500]
[paragraph, [848.0, 789.0, 349.0, 36.0], shoonya_2s908ED14CPSBN, 5771500]
[paragraph, [848.0, 825.0, 349.0, 36.0], shoonya_2s908ED14CPSBN, 5771500]
[paragraph, [848.0, 861.0, 349.0, 36.0], shoonya_2s908ED14CPSBN, 5771500]
[paragraph, [848.0, 897.0, 349.0, 36.0], shoonya_2s908ED14CPSBN, 5771500]
[paragraph, [483.0, 725.0, 347.0, 36.0], shoonya_9s9MBLN72ZMZH3, 5771500]
[paragraph, [121.0, 757.0, 351.0, 36.0], shoonya_3s7IMRF8TY0HSD, 5771500]
[paragraph, [121.0, 793.0, 351.0, 36.0], shoonya_3s7IMRF8TY0HSD, 5771500]
[paragraph, [121.0, 829.0, 351.0, 36.0], shoonya_3s7IMRF8TY0HSD, 5771500]
[paragraph, [121.0, 865.0, 351.0, 36.0], shoonya_3s7IMRF8TY0HSD, 5771500]
[paragraph, [121.0, 901.0, 351.0, 36.0], shoonya_3s7IMRF8TY0HSD, 5771500]
[sub-headline, [488.0, 806.0, 345.0, 36.0], shoonya_14s3LFLHEVBFVY, 5771500]
[sub-headline, [488.0, 842.0, 345.0, 36.0], shoonya_14s3LFLHEVBFVY, 5771500]
[sub-headline, [488.0, 878.0, 345.0, 36.0], shoonya_14s3LFLHEVBFVY, 5771500]
[paragraph, [486.0, 939.0, 348.0, 36.0], shoonya_4sNR2O13UO6QED, 5771500]
[paragraph, [486.0, 975.0, 348.0, 36.0], shoonya_4sNR2O13UO6QED, 5771500]
[paragraph, [486.0, 1011.0, 348.0, 36.0], shoonya_4sNR2O13UO6QED, 5771500]
[paragraph, [486.0, 1047.0, 348.0, 36.0], shoonya_4sNR2O13UO6QED, 5771500]
[paragraph, [847.0, 939.0, 350.0, 36.0], shoonya_10s55KK8B9RFT0, 5771500]
[paragraph, [847.0, 975.0, 350.0, 36.0], shoonya_10s55KK8B9RFT0, 5771500]
[paragraph, [847.0, 1011.0, 350.0, 36.0], shoonya_10s55KK8B9RFT0, 5771500]
[paragraph, [847.0, 1047.0, 350.0, 36.0], shoonya_10s55KK8B9RFT0, 5771500]
[paragraph, [847.0, 1083.0, 350.0, 36.0], shoonya_10s55KK8B9RFT0, 5771500]
[paragraph, [847.0, 1119.0, 350.0, 36.0], shoonya_10s55KK8B9RFT0, 5771500]
[paragraph, [120.0, 965.0, 350.0, 36.0], shoonya_1sG2KZWWG4PVTN, 5771500]
[paragraph, [120.0, 1001.0, 350.0, 36.0], shoonya_1sG2KZWWG4PVTN, 5771500]
[paragraph, [120.0, 1037.0, 350.0, 36.0], shoonya_1sG2KZWWG4PVTN, 5771500]
[paragraph, [120.0, 1073.0, 350.0, 36.0], shoonya_1sG2KZWWG4PVTN, 5771500]
[paragraph, [848.0, 1191.0, 351.0, 36.0], shoonya_17s6HR9QQR4J01, 5771500]
[paragraph, [848.0, 1227.0, 351.0, 36.0], shoonya_17s6HR9QQR4J01, 5771500]
[paragraph, [848.0, 1263.0, 351.0, 36.0], shoonya_17s6HR9QQR4J01, 5771500]
[paragraph, [848.0, 1299.0, 351.0, 36.0], shoonya_17s6HR9QQR4J01, 5771500]
[paragraph, [848.0, 1335.0, 351.0, 36.0], shoonya_17s6HR9QQR4J01, 5771500]
[paragraph, [849.0, 1383.0, 347.0, 36.0], shoonya_19sWNRI5FTUX77, 5771500]
[paragraph, [849.0, 1419.0, 347.0, 36.0], shoonya_19sWNRI5FTUX77, 5771500]
[paragraph, [849.0, 1455.0, 347.0, 36.0], shoonya_19sWNRI5FTUX77, 5771500]
[author, [1008.0, 1499.0, 185.0, 36.0], oqBemMszec, 5771500]
[folio, [590.0, 1580.0, 134.0, 36.0], shoonya_12sREXM6D5UPQV, 5771500]
