[1806, 1262]
[folio, [159.0, 99.0, 511.0, 36.0], shoonya_6s4V8K9A2U4MZF, 5681074]
[paragraph, [99.0, 173.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 209.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 245.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 281.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 317.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 353.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 389.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 425.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 461.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 497.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 533.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 569.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 605.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [99.0, 641.0, 501.0, 36.0], shoonya_2sYSWEJEUD8GU9, 5681074]
[paragraph, [646.0, 176.0, 499.0, 36.0], shoonya_5sF3BRFHKD2JC4, 5681074]
[paragraph, [646.0, 212.0, 499.0, 36.0], shoonya_5sF3BRFHKD2JC4, 5681074]
[paragraph, [646.0, 248.0, 499.0, 36.0], shoonya_5sF3BRFHKD2JC4, 5681074]
[paragraph, [646.0, 284.0, 499.0, 36.0], shoonya_5sF3BRFHKD2JC4, 5681074]
[paragraph, [646.0, 320.0, 499.0, 36.0], shoonya_5sF3BRFHKD2JC4, 5681074]
[paragraph, [642.0, 382.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 418.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 454.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 490.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 526.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 562.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 598.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 634.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 670.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 706.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 742.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 778.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 814.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 850.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 886.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 922.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 958.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 994.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 1030.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 1066.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 1102.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [642.0, 1138.0, 505.0, 36.0], shoonya_1sX0SAY6OM0LH2, 5681074]
[paragraph, [94.0, 686.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 722.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 758.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 794.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 830.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 866.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 902.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 938.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 974.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 1010.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 1046.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 1082.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 1118.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 1154.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 1190.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 1226.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [94.0, 1262.0, 515.0, 36.0], shoonya_0sVB062FIUYHWZ, 5681074]
[paragraph, [643.0, 1201.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1237.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1273.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1309.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1345.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1381.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1417.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1453.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1489.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
