[720, 504]
[paragraph, [259.0, 105.0, 195.0, 18.0], shoonya_5s2ZVV3A6ED9P6, 5650996]
[paragraph, [259.0, 123.0, 195.0, 18.0], shoonya_5s2ZVV3A6ED9P6, 5650996]
[paragraph, [47.0, 106.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 124.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 142.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 160.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 178.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 196.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 214.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 232.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 250.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 268.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 286.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [47.0, 304.0, 197.0, 18.0], shoonya_3s8I1SFCSYUAVI, 5650996]
[paragraph, [258.0, 138.0, 197.0, 18.0], shoonya_1sNK427ZWWTDW5, 5650996]
[paragraph, [258.0, 156.0, 197.0, 18.0], shoonya_1sNK427ZWWTDW5, 5650996]
[paragraph, [258.0, 174.0, 197.0, 18.0], shoonya_1sNK427ZWWTDW5, 5650996]
[paragraph, [258.0, 192.0, 197.0, 18.0], shoonya_1sNK427ZWWTDW5, 5650996]
[paragraph, [258.0, 210.0, 197.0, 18.0], shoonya_1sNK427ZWWTDW5, 5650996]
[paragraph, [258.0, 228.0, 197.0, 18.0], shoonya_1sNK427ZWWTDW5, 5650996]
[paragraph, [258.0, 246.0, 197.0, 18.0], shoonya_1sNK427ZWWTDW5, 5650996]
[paragraph, [258.0, 264.0, 197.0, 18.0], shoonya_1sNK427ZWWTDW5, 5650996]
[paragraph, [258.0, 294.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 312.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 330.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 348.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 366.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 384.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 402.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 420.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 438.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 456.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 474.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 492.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 510.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 528.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [258.0, 546.0, 197.0, 18.0], shoonya_0sNRF1WALLFW3S, 5650996]
[paragraph, [47.0, 333.0, 197.0, 18.0], shoonya_4sYPUVDABHTTI8, 5650996]
[paragraph, [47.0, 351.0, 197.0, 18.0], shoonya_4sYPUVDABHTTI8, 5650996]
[paragraph, [47.0, 369.0, 197.0, 18.0], shoonya_4sYPUVDABHTTI8, 5650996]
[paragraph, [47.0, 387.0, 197.0, 18.0], shoonya_4sYPUVDABHTTI8, 5650996]
[paragraph, [47.0, 405.0, 197.0, 18.0], shoonya_4sYPUVDABHTTI8, 5650996]
[paragraph, [47.0, 423.0, 197.0, 18.0], shoonya_4sYPUVDABHTTI8, 5650996]
[paragraph, [47.0, 441.0, 197.0, 18.0], shoonya_4sYPUVDABHTTI8, 5650996]
[paragraph, [48.0, 474.0, 196.0, 18.0], shoonya_2sNTCSVZROA4ZF, 5650996]
[paragraph, [48.0, 492.0, 196.0, 18.0], shoonya_2sNTCSVZROA4ZF, 5650996]
[paragraph, [48.0, 510.0, 196.0, 18.0], shoonya_2sNTCSVZROA4ZF, 5650996]
[paragraph, [48.0, 528.0, 196.0, 18.0], shoonya_2sNTCSVZROA4ZF, 5650996]
[paragraph, [48.0, 546.0, 196.0, 18.0], shoonya_2sNTCSVZROA4ZF, 5650996]
