[2339, 1653]
[folio, [287.0, 206.0, 208.0, 36.0], QDfTnXUsZf, 5654982]
[ordered-list, [385.0, 310.0, 1008.0, 36.0], shoonya_4sDO69SN8ELX4S, 5654982]
[ordered-list, [385.0, 346.0, 1008.0, 36.0], shoonya_4sDO69SN8ELX4S, 5654982]
[ordered-list, [385.0, 382.0, 1008.0, 36.0], shoonya_4sDO69SN8ELX4S, 5654982]
[ordered-list, [385.0, 418.0, 1008.0, 36.0], shoonya_4sDO69SN8ELX4S, 5654982]
[paragraph, [287.0, 489.0, 1083.0, 36.0], shoonya_5sBYZ823MB1H7R, 5654982]
[paragraph, [287.0, 525.0, 1083.0, 36.0], shoonya_5sBYZ823MB1H7R, 5654982]
[paragraph, [287.0, 561.0, 1083.0, 36.0], shoonya_5sBYZ823MB1H7R, 5654982]
[paragraph, [287.0, 597.0, 1083.0, 36.0], shoonya_5sBYZ823MB1H7R, 5654982]
[ordered-list, [384.0, 665.0, 987.0, 36.0], shoonya_3s88M0JYGYKEG4, 5654982]
[ordered-list, [384.0, 701.0, 987.0, 36.0], shoonya_3s88M0JYGYKEG4, 5654982]
[ordered-list, [384.0, 737.0, 987.0, 36.0], shoonya_3s88M0JYGYKEG4, 5654982]
[ordered-list, [384.0, 773.0, 987.0, 36.0], shoonya_3s88M0JYGYKEG4, 5654982]
[ordered-list, [384.0, 809.0, 987.0, 36.0], shoonya_3s88M0JYGYKEG4, 5654982]
[ordered-list, [384.0, 845.0, 987.0, 36.0], shoonya_3s88M0JYGYKEG4, 5654982]
[ordered-list, [384.0, 881.0, 987.0, 36.0], shoonya_3s88M0JYGYKEG4, 5654982]
[ordered-list, [384.0, 917.0, 987.0, 36.0], shoonya_3s88M0JYGYKEG4, 5654982]
[ordered-list, [384.0, 953.0, 987.0, 36.0], shoonya_3s88M0JYGYKEG4, 5654982]
[paragraph, [284.0, 1023.0, 1087.0, 36.0], shoonya_6sBMAW8KLJF8UT, 5654982]
[paragraph, [284.0, 1059.0, 1087.0, 36.0], shoonya_6sBMAW8KLJF8UT, 5654982]
[paragraph, [284.0, 1095.0, 1087.0, 36.0], shoonya_6sBMAW8KLJF8UT, 5654982]
[paragraph, [284.0, 1131.0, 1087.0, 36.0], shoonya_6sBMAW8KLJF8UT, 5654982]
[ordered-list, [382.0, 1202.0, 526.0, 36.0], Y4uWpbaa5h, 5654982]
[ordered-list, [382.0, 1238.0, 526.0, 36.0], Y4uWpbaa5h, 5654982]
[ordered-list, [382.0, 1274.0, 526.0, 36.0], Y4uWpbaa5h, 5654982]
[ordered-list, [382.0, 1310.0, 526.0, 36.0], Y4uWpbaa5h, 5654982]
[ordered-list, [382.0, 1346.0, 526.0, 36.0], Y4uWpbaa5h, 5654982]
[ordered-list, [382.0, 1382.0, 526.0, 36.0], Y4uWpbaa5h, 5654982]
[paragraph, [284.0, 1465.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1501.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1537.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1573.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1609.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1645.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1681.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1717.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1753.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1789.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1825.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1861.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1897.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1933.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 1969.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
[paragraph, [284.0, 2005.0, 1084.0, 36.0], shoonya_0sJD6X1AXHN2VL, 5654982]
