[2143, 1435]
[folio, [474.0, 121.0, 482.0, 36.0], shoonya_15sUJUSTKX3FRL, 5683618]
[paragraph, [243.0, 210.0, 368.0, 36.0], shoonya_8sF77K5HQ9FDLK, 5683618]
[paragraph, [239.0, 269.0, 293.0, 36.0], shoonya_1sQ65RUK5O0BMX, 5683618]
[paragraph, [234.0, 322.0, 535.0, 36.0], shoonya_6sQHL3QEIPL4RM, 5683618]
[paragraph, [249.0, 373.0, 203.0, 36.0], shoonya_3sCKDVJBPH8QLB, 5683618]
[paragraph, [251.0, 421.0, 313.0, 36.0], shoonya_10sFGY4DDNMXQ8, 5683618]
[paragraph, [126.0, 476.0, 1188.0, 36.0], shoonya_11sEH66MWIB0XO, 5683618]
[paragraph, [126.0, 512.0, 1188.0, 36.0], shoonya_11sEH66MWIB0XO, 5683618]
[paragraph, [126.0, 548.0, 1188.0, 36.0], shoonya_11sEH66MWIB0XO, 5683618]
[paragraph, [126.0, 584.0, 1188.0, 36.0], shoonya_11sEH66MWIB0XO, 5683618]
[paragraph, [126.0, 620.0, 1188.0, 36.0], shoonya_11sEH66MWIB0XO, 5683618]
[paragraph, [122.0, 679.0, 1194.0, 36.0], shoonya_0s50F58C90UXIK, 5683618]
[paragraph, [122.0, 715.0, 1194.0, 36.0], shoonya_0s50F58C90UXIK, 5683618]
[paragraph, [122.0, 751.0, 1194.0, 36.0], shoonya_0s50F58C90UXIK, 5683618]
[paragraph, [122.0, 787.0, 1194.0, 36.0], shoonya_0s50F58C90UXIK, 5683618]
[paragraph, [122.0, 823.0, 1194.0, 36.0], shoonya_0s50F58C90UXIK, 5683618]
[paragraph, [122.0, 859.0, 1194.0, 36.0], shoonya_0s50F58C90UXIK, 5683618]
[paragraph, [121.0, 928.0, 1196.0, 36.0], shoonya_2sFKPS4XVRKEQQ, 5683618]
[paragraph, [121.0, 964.0, 1196.0, 36.0], shoonya_2sFKPS4XVRKEQQ, 5683618]
[paragraph, [121.0, 1000.0, 1196.0, 36.0], shoonya_2sFKPS4XVRKEQQ, 5683618]
[paragraph, [121.0, 1036.0, 1196.0, 36.0], shoonya_2sFKPS4XVRKEQQ, 5683618]
[paragraph, [121.0, 1072.0, 1196.0, 36.0], shoonya_2sFKPS4XVRKEQQ, 5683618]
[paragraph, [121.0, 1132.0, 1196.0, 36.0], shoonya_4s9W4OIZPS06J8, 5683618]
[paragraph, [121.0, 1168.0, 1196.0, 36.0], shoonya_4s9W4OIZPS06J8, 5683618]
[paragraph, [121.0, 1204.0, 1196.0, 36.0], shoonya_4s9W4OIZPS06J8, 5683618]
[paragraph, [121.0, 1240.0, 1196.0, 36.0], shoonya_4s9W4OIZPS06J8, 5683618]
[paragraph, [121.0, 1276.0, 1196.0, 36.0], shoonya_4s9W4OIZPS06J8, 5683618]
[paragraph, [121.0, 1312.0, 1196.0, 36.0], shoonya_4s9W4OIZPS06J8, 5683618]
[paragraph, [121.0, 1381.0, 1194.0, 36.0], shoonya_7sAYNHG6330GH7, 5683618]
[paragraph, [121.0, 1417.0, 1194.0, 36.0], shoonya_7sAYNHG6330GH7, 5683618]
[paragraph, [121.0, 1453.0, 1194.0, 36.0], shoonya_7sAYNHG6330GH7, 5683618]
[paragraph, [121.0, 1489.0, 1194.0, 36.0], shoonya_7sAYNHG6330GH7, 5683618]
[paragraph, [121.0, 1525.0, 1194.0, 36.0], shoonya_7sAYNHG6330GH7, 5683618]
[paragraph, [121.0, 1584.0, 1191.0, 36.0], shoonya_14s1MOECAUD9GC, 5683618]
[paragraph, [121.0, 1620.0, 1191.0, 36.0], shoonya_14s1MOECAUD9GC, 5683618]
[paragraph, [119.0, 1688.0, 1196.0, 36.0], shoonya_5sQJDVXS2JA4UJ, 5683618]
[paragraph, [119.0, 1724.0, 1196.0, 36.0], shoonya_5sQJDVXS2JA4UJ, 5683618]
[paragraph, [119.0, 1760.0, 1196.0, 36.0], shoonya_5sQJDVXS2JA4UJ, 5683618]
[paragraph, [119.0, 1796.0, 1196.0, 36.0], shoonya_5sQJDVXS2JA4UJ, 5683618]
[paragraph, [119.0, 1832.0, 1196.0, 36.0], shoonya_5sQJDVXS2JA4UJ, 5683618]
[paragraph, [119.0, 1868.0, 1196.0, 36.0], shoonya_5sQJDVXS2JA4UJ, 5683618]
[paragraph, [119.0, 1904.0, 1196.0, 36.0], shoonya_5sQJDVXS2JA4UJ, 5683618]
[folio, [891.0, 2051.0, 455.0, 36.0], shoonya_16sOORZWDFOI21, 5683618]
