[1606, 1006]
[folio, [74.0, 37.0, 188.0, 36.0], 4Ul1D27Oiy, 5750355]
[ordered-list, [76.0, 100.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 136.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 172.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 208.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 244.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 280.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 316.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 352.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 388.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 424.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 460.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 496.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 532.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 568.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 604.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 640.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 676.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 712.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 748.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 784.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 820.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 856.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 892.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 928.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 964.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1000.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1036.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1072.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1108.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1144.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1180.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1216.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1252.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1288.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1324.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1360.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1396.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1432.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
[ordered-list, [76.0, 1468.0, 883.0, 36.0], shoonya_1sHYT7QRHD8WAY, 5750355]
