[1447, 1063]
[folio, [412.0, 45.0, 231.0, 18.0], Zp8XAwqW8i, 5763203]
[folio, [412.0, 63.0, 231.0, 18.0], Zp8XAwqW8i, 5763203]
[section-title, [119.0, 96.0, 828.0, 30.0], shoonya_1s4YYJVG9TGGZG, 5763203]
[section-title, [119.0, 126.0, 828.0, 30.0], shoonya_1s4YYJVG9TGGZG, 5763203]
[section-title, [119.0, 156.0, 828.0, 30.0], shoonya_1s4YYJVG9TGGZG, 5763203]
[section-title, [119.0, 186.0, 828.0, 30.0], shoonya_1s4YYJVG9TGGZG, 5763203]
[paragraph, [534.0, 230.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 248.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 266.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 284.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 302.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 320.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 338.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 356.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 374.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 392.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 410.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 428.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 446.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 464.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 482.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 500.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [534.0, 518.0, 432.0, 18.0], eCF_9xUnR5, 5763203]
[paragraph, [92.0, 232.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 250.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 268.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 286.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 304.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 322.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 340.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 358.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 376.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 394.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 412.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 430.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 448.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 466.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [92.0, 484.0, 441.0, 18.0], shoonya_4sUX22C5ZOVTGM, 5763203]
[paragraph, [91.0, 516.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 534.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 552.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 570.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 588.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 606.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 624.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 642.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 660.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 678.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 696.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 714.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [91.0, 732.0, 441.0, 18.0], shoonya_3sEZ2BPIB4AB8Q, 5763203]
[paragraph, [534.0, 542.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 560.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 578.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 596.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 614.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 632.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 650.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 668.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 686.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 704.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 722.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 740.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 758.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 776.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 794.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 812.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 830.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 848.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 866.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 884.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 902.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 920.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 938.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 956.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 974.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 992.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 1010.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 1028.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 1046.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 1064.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [534.0, 1082.0, 433.0, 18.0], shoonya_2s5R2N1ER7TFK1, 5763203]
[paragraph, [88.0, 767.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 785.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 803.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 821.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 839.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 857.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 875.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 893.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 911.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 929.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 947.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 965.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 983.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 1001.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 1019.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [88.0, 1037.0, 446.0, 18.0], XtJkPk2zkH, 5763203]
[paragraph, [85.0, 1062.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1080.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1098.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1116.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1134.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1152.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1170.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1188.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1206.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1224.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1242.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1260.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1278.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [85.0, 1296.0, 449.0, 18.0], Ri1L7b3nR3, 5763203]
[paragraph, [536.0, 1108.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
[paragraph, [536.0, 1126.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
[paragraph, [536.0, 1144.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
[paragraph, [536.0, 1162.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
[paragraph, [536.0, 1180.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
[paragraph, [536.0, 1198.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
[paragraph, [536.0, 1216.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
[paragraph, [536.0, 1234.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
[paragraph, [536.0, 1252.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
[paragraph, [536.0, 1270.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
[paragraph, [536.0, 1288.0, 433.0, 18.0], shoonya_5sYJ9Z1C5MFBMT, 5763203]
