[2339, 1653]
[paragraph, [321.0, 151.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 187.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 223.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 259.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 295.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 331.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 367.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 403.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 439.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 475.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 511.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 547.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 583.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 619.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 655.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 691.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 727.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 763.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 799.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 835.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 871.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 907.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 943.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 979.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 1015.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 1051.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 1087.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 1123.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [321.0, 1159.0, 1143.0, 36.0], shoonya_1sH0UF4ORKKEPR, 5734293]
[paragraph, [323.0, 1222.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1258.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1294.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1330.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1366.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1402.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1438.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1474.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1510.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1546.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1582.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1618.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1654.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1690.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [323.0, 1726.0, 1141.0, 36.0], shoonya_0sJINR75BZLAPQ, 5734293]
[paragraph, [322.0, 1878.0, 1144.0, 36.0], shoonya_2sEW08XJO8X634, 5734293]
[paragraph, [322.0, 1914.0, 1144.0, 36.0], shoonya_2sEW08XJO8X634, 5734293]
[paragraph, [322.0, 1950.0, 1144.0, 36.0], shoonya_2sEW08XJO8X634, 5734293]
[paragraph, [322.0, 1986.0, 1144.0, 36.0], shoonya_2sEW08XJO8X634, 5734293]
[paragraph, [322.0, 2022.0, 1144.0, 36.0], shoonya_2sEW08XJO8X634, 5734293]
[paragraph, [322.0, 2058.0, 1144.0, 36.0], shoonya_2sEW08XJO8X634, 5734293]
[folio, [1258.0, 2151.0, 145.0, 36.0], Zm2m7JnqNJ, 5734293]
