[1754, 1241]
[folio, [900.0, 108.0, 211.0, 36.0], QsuNbois_Y, 5747149]
[ordered-list, [174.0, 163.0, 926.0, 36.0], shoonya_3sHP4JIF4CYYP5, 5747149]
[ordered-list, [174.0, 199.0, 926.0, 36.0], shoonya_3sHP4JIF4CYYP5, 5747149]
[ordered-list, [174.0, 235.0, 926.0, 36.0], shoonya_3sHP4JIF4CYYP5, 5747149]
[ordered-list, [174.0, 271.0, 926.0, 36.0], shoonya_3sHP4JIF4CYYP5, 5747149]
[ordered-list, [174.0, 307.0, 926.0, 36.0], shoonya_3sHP4JIF4CYYP5, 5747149]
[ordered-list, [174.0, 343.0, 926.0, 36.0], shoonya_3sHP4JIF4CYYP5, 5747149]
[ordered-list, [174.0, 379.0, 926.0, 36.0], shoonya_3sHP4JIF4CYYP5, 5747149]
[paragraph, [136.0, 501.0, 944.0, 36.0], b439Ym3ntk, 5747149]
[paragraph, [136.0, 552.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 588.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 624.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 660.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 696.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 732.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 768.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 804.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 840.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 876.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 912.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 948.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 984.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 1020.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 1056.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [136.0, 1092.0, 966.0, 36.0], UP64oMV0VJ, 5747149]
[paragraph, [134.0, 1160.0, 966.0, 36.0], bOQT5i4Yku, 5747149]
[paragraph, [134.0, 1196.0, 966.0, 36.0], bOQT5i4Yku, 5747149]
[paragraph, [134.0, 1232.0, 966.0, 36.0], bOQT5i4Yku, 5747149]
[paragraph, [134.0, 1268.0, 966.0, 36.0], bOQT5i4Yku, 5747149]
[paragraph, [134.0, 1304.0, 966.0, 36.0], bOQT5i4Yku, 5747149]
[paragraph, [134.0, 1340.0, 966.0, 36.0], bOQT5i4Yku, 5747149]
[paragraph, [134.0, 1376.0, 966.0, 36.0], bOQT5i4Yku, 5747149]
[paragraph, [134.0, 1412.0, 966.0, 36.0], bOQT5i4Yku, 5747149]
[paragraph, [134.0, 1448.0, 966.0, 36.0], bOQT5i4Yku, 5747149]
[paragraph, [134.0, 1484.0, 966.0, 36.0], bOQT5i4Yku, 5747149]
