[792, 612]
[chapter-title, [107.0, 136.0, 46.0, 30.0], 7xH_TLo668, 5720628]
[chapter-title, [102.0, 188.0, 288.0, 30.0], FBG71PxyJ_, 5720628]
[sidebar, [105.0, 283.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 301.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 319.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 337.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 355.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 373.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 391.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 409.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 427.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 445.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 463.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 481.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 499.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 517.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 535.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 553.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 571.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 589.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 607.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 625.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[sidebar, [105.0, 643.0, 128.0, 18.0], 0LNnZUEm0M, 5720628]
[paragraph, [235.0, 302.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 320.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 338.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 356.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 374.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 392.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 410.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 428.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 446.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 464.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 482.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 500.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
