[1226, 792]
[ordered-list, [35.0, 137.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 155.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 173.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 191.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 209.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 227.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 245.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 263.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 281.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 299.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 317.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 335.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 353.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 371.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 389.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 407.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 425.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 443.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 461.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 479.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 497.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 515.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 533.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 551.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 569.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 587.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 605.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 623.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 641.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 659.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 677.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 695.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 713.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 731.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 749.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 767.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 785.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 803.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 821.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 839.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 857.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 875.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 893.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 911.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 929.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 947.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 965.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 983.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 1001.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 1019.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 1037.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 1055.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[ordered-list, [35.0, 1073.0, 698.0, 18.0], shoonya_0sJGJYRQIWHV4R, 5701025]
[sub-unordered-list, [50.0, 494.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 512.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 530.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 548.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 566.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 584.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 602.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 620.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 638.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 656.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 674.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 692.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 710.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 728.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 746.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 764.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 782.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
[sub-unordered-list, [50.0, 800.0, 670.0, 18.0], XLr-EDOmuZ, 5701025]
