[2200, 1700]
[paragraph, [373.0, 111.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 147.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 183.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 219.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 255.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 291.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 327.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 363.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 399.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 435.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 471.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 507.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 543.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 579.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 615.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 651.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 687.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 723.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 759.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 795.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 831.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 867.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 903.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 939.0, 1134.0, 36.0], shoonya_1sZA7E6JQWCMAB, 5733977]
[paragraph, [373.0, 1025.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1061.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1097.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1133.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1169.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1205.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1241.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1277.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1313.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1349.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1385.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1421.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1457.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1493.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1529.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1565.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1601.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1637.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1673.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [373.0, 1709.0, 1133.0, 36.0], shoonya_0sE8ST4GAJBSKA, 5733977]
[paragraph, [370.0, 1770.0, 1137.0, 36.0], shoonya_2s10F51NB8SF9S, 5733977]
[paragraph, [370.0, 1806.0, 1137.0, 36.0], shoonya_2s10F51NB8SF9S, 5733977]
[paragraph, [370.0, 1842.0, 1137.0, 36.0], shoonya_2s10F51NB8SF9S, 5733977]
[paragraph, [370.0, 1878.0, 1137.0, 36.0], shoonya_2s10F51NB8SF9S, 5733977]
[paragraph, [370.0, 1914.0, 1137.0, 36.0], shoonya_2s10F51NB8SF9S, 5733977]
[paragraph, [370.0, 1950.0, 1137.0, 36.0], shoonya_2s10F51NB8SF9S, 5733977]
[paragraph, [370.0, 1986.0, 1137.0, 36.0], shoonya_2s10F51NB8SF9S, 5733977]
