[1492, 1000]
[folio, [465.0, 156.0, 87.0, 18.0], shoonya_2sZZREX054GCDQ, 5720601]
[paragraph, [137.0, 209.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 227.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 245.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 263.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 281.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 299.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 317.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 335.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 353.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 371.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 389.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 407.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 425.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 443.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 461.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 479.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [137.0, 497.0, 741.0, 18.0], shoonya_0sU01U02XQY11W, 5720601]
[paragraph, [140.0, 525.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 543.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 561.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 579.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 597.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 615.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 633.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 651.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 669.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 687.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 705.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 723.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 741.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 759.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 777.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 795.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 813.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 831.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 849.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 867.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 885.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 903.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 921.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 939.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 957.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 975.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 993.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [140.0, 1011.0, 732.0, 18.0], MHrx99qe0h, 5720601]
[paragraph, [136.0, 1036.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1054.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1072.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1090.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1108.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1126.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1144.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1162.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1180.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1198.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1216.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1234.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1252.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1270.0, 743.0, 18.0], XhfbkYm95E, 5720601]
[paragraph, [136.0, 1288.0, 743.0, 18.0], XhfbkYm95E, 5720601]
