[1425, 1088]
[answer, [136.0, 187.0, 613.0, 18.0], ehxQ005JA4, 5758965]
[answer, [136.0, 205.0, 613.0, 18.0], ehxQ005JA4, 5758965]
[paragraph, [135.0, 245.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 263.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 281.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 299.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 317.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 335.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 353.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 371.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 389.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 407.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 425.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 443.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 461.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 479.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 497.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 515.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 533.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 551.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [135.0, 569.0, 860.0, 18.0], shoonya_0sN82IVTKZ57GL, 5758965]
[paragraph, [136.0, 593.0, 858.0, 18.0], OOrRzS7sBI, 5758965]
[paragraph, [136.0, 611.0, 858.0, 18.0], OOrRzS7sBI, 5758965]
[paragraph, [136.0, 629.0, 858.0, 18.0], OOrRzS7sBI, 5758965]
[paragraph, [136.0, 647.0, 858.0, 18.0], OOrRzS7sBI, 5758965]
[paragraph, [136.0, 665.0, 858.0, 18.0], OOrRzS7sBI, 5758965]
[paragraph, [117.0, 702.0, 900.0, 18.0], WxRviDmhb7, 5758965]
[paragraph, [117.0, 720.0, 900.0, 18.0], WxRviDmhb7, 5758965]
[paragraph, [117.0, 738.0, 900.0, 18.0], WxRviDmhb7, 5758965]
[paragraph, [117.0, 756.0, 900.0, 18.0], WxRviDmhb7, 5758965]
[paragraph, [117.0, 774.0, 900.0, 18.0], WxRviDmhb7, 5758965]
[paragraph, [144.0, 808.0, 836.0, 18.0], Bfd72OfNqx, 5758965]
[paragraph, [144.0, 826.0, 836.0, 18.0], Bfd72OfNqx, 5758965]
[paragraph, [144.0, 844.0, 836.0, 18.0], Bfd72OfNqx, 5758965]
[paragraph, [144.0, 862.0, 836.0, 18.0], Bfd72OfNqx, 5758965]
[paragraph, [144.0, 880.0, 836.0, 18.0], Bfd72OfNqx, 5758965]
[paragraph, [138.0, 916.0, 839.0, 18.0], drX5Nkh_sl, 5758965]
[paragraph, [138.0, 934.0, 839.0, 18.0], drX5Nkh_sl, 5758965]
[paragraph, [138.0, 952.0, 839.0, 18.0], drX5Nkh_sl, 5758965]
[paragraph, [138.0, 970.0, 839.0, 18.0], drX5Nkh_sl, 5758965]
[paragraph, [138.0, 988.0, 839.0, 18.0], drX5Nkh_sl, 5758965]
[paragraph, [134.0, 1020.0, 845.0, 18.0], FR0CDWwQNt, 5758965]
[paragraph, [134.0, 1038.0, 845.0, 18.0], FR0CDWwQNt, 5758965]
[paragraph, [134.0, 1056.0, 845.0, 18.0], FR0CDWwQNt, 5758965]
[paragraph, [134.0, 1074.0, 845.0, 18.0], FR0CDWwQNt, 5758965]
[paragraph, [134.0, 1092.0, 845.0, 18.0], FR0CDWwQNt, 5758965]
[paragraph, [129.0, 1132.0, 850.0, 18.0], fm_iBfAHlA, 5758965]
[paragraph, [129.0, 1150.0, 850.0, 18.0], fm_iBfAHlA, 5758965]
[paragraph, [129.0, 1168.0, 850.0, 18.0], fm_iBfAHlA, 5758965]
[paragraph, [129.0, 1186.0, 850.0, 18.0], fm_iBfAHlA, 5758965]
[paragraph, [129.0, 1204.0, 850.0, 18.0], fm_iBfAHlA, 5758965]
[paragraph, [129.0, 1222.0, 850.0, 18.0], fm_iBfAHlA, 5758965]
[paragraph, [129.0, 1240.0, 850.0, 18.0], fm_iBfAHlA, 5758965]
[paragraph, [129.0, 1258.0, 850.0, 18.0], fm_iBfAHlA, 5758965]
[paragraph, [129.0, 1276.0, 850.0, 18.0], fm_iBfAHlA, 5758965]
[folio, [117.0, 1362.0, 171.0, 18.0], MdozmwEDWB, 5758965]
