[1337, 839]
[folio, [346.0, 76.0, 122.0, 18.0], shoonya_0s27UPQFG2HG7D, 5770560]
[paragraph, [77.0, 128.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 146.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 164.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 182.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 200.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 218.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 236.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 254.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 272.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 290.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 308.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 326.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 344.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 362.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 380.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 398.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 416.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 434.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 452.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 470.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 488.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 506.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 524.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 542.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 560.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [77.0, 578.0, 346.0, 18.0], -1Ftpj6iOI, 5770560]
[paragraph, [427.0, 132.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 150.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 168.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 186.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 204.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 222.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 240.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 258.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 276.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 294.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 312.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 330.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 348.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 366.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 384.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 402.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 420.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 438.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 456.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 474.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [427.0, 492.0, 337.0, 18.0], T11ItM6B5w, 5770560]
[paragraph, [457.0, 523.0, 248.0, 18.0], -jALmKmxVr, 5770560]
[paragraph, [457.0, 541.0, 248.0, 18.0], -jALmKmxVr, 5770560]
[paragraph, [457.0, 559.0, 248.0, 18.0], -jALmKmxVr, 5770560]
[paragraph, [457.0, 577.0, 248.0, 18.0], -jALmKmxVr, 5770560]
[paragraph, [457.0, 595.0, 248.0, 18.0], -jALmKmxVr, 5770560]
[paragraph, [457.0, 613.0, 248.0, 18.0], -jALmKmxVr, 5770560]
[paragraph, [88.0, 598.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 616.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 634.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 652.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 670.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 688.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 706.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 724.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 742.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 760.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 778.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 796.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 814.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 832.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 850.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 868.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [88.0, 886.0, 329.0, 18.0], shoonya_2s9LZ3KW6FWWWQ, 5770560]
[paragraph, [424.0, 626.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 644.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 662.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
