[1238, 765]
[headline, [315.0, 79.0, 184.0, 25.5], kWS7KxAt4c, 5770151]
[paragraph, [380.0, 135.0, 303.0, 18.0], _r4DcT3J5f, 5770151]
[paragraph, [380.0, 153.0, 303.0, 18.0], _r4DcT3J5f, 5770151]
[paragraph, [380.0, 171.0, 303.0, 18.0], _r4DcT3J5f, 5770151]
[paragraph, [380.0, 189.0, 303.0, 18.0], _r4DcT3J5f, 5770151]
[paragraph, [380.0, 207.0, 303.0, 18.0], _r4DcT3J5f, 5770151]
[paragraph, [380.0, 225.0, 303.0, 18.0], _r4DcT3J5f, 5770151]
[paragraph, [380.0, 243.0, 303.0, 18.0], _r4DcT3J5f, 5770151]
[paragraph, [380.0, 261.0, 303.0, 18.0], _r4DcT3J5f, 5770151]
[paragraph, [380.0, 279.0, 303.0, 18.0], _r4DcT3J5f, 5770151]
[paragraph, [380.0, 297.0, 303.0, 18.0], _r4DcT3J5f, 5770151]
[paragraph, [74.0, 136.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [74.0, 154.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [74.0, 172.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [74.0, 190.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [74.0, 208.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [74.0, 226.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [74.0, 244.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [74.0, 262.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [74.0, 280.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [74.0, 298.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [74.0, 316.0, 303.0, 18.0], PKnuuGD2ia, 5770151]
[paragraph, [385.0, 320.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 338.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 356.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 374.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 392.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 410.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 428.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 446.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 464.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 482.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 500.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 518.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 536.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 554.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 572.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 590.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 608.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 626.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 644.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 662.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 680.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 698.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [385.0, 716.0, 304.0, 18.0], YSn50Yk5Qs, 5770151]
[paragraph, [69.0, 351.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 369.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 387.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 405.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 423.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 441.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 459.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 477.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 495.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 513.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 531.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 549.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 567.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 585.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 603.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 621.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 639.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 657.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 675.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 693.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 711.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 729.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 747.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 765.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 783.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 801.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 819.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 837.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
