[1468, 909]
[headline, [100.0, 83.0, 710.0, 25.5], shoonya_0s877HFRQOVOFU, 5769938]
[headline, [100.0, 108.5, 710.0, 25.5], shoonya_0s877HFRQOVOFU, 5769938]
[headline, [100.0, 134.0, 710.0, 25.5], shoonya_0s877HFRQOVOFU, 5769938]
[author, [301.0, 173.0, 310.0, 18.0], UKiGSpiJ_b, 5769938]
[author, [301.0, 191.0, 310.0, 18.0], UKiGSpiJ_b, 5769938]
[author, [301.0, 209.0, 310.0, 18.0], UKiGSpiJ_b, 5769938]
[paragraph, [72.0, 257.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 275.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 293.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 311.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 329.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 347.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 365.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 383.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 401.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 419.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 437.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 455.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 473.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 491.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 509.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 527.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 545.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 563.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 581.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 599.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 617.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 635.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [72.0, 653.0, 373.0, 18.0], NGDkNrQGO_, 5769938]
[paragraph, [459.0, 260.0, 366.0, 18.0], D3RvQH-2Vq, 5769938]
[paragraph, [459.0, 278.0, 366.0, 18.0], D3RvQH-2Vq, 5769938]
[paragraph, [459.0, 296.0, 366.0, 18.0], D3RvQH-2Vq, 5769938]
[paragraph, [459.0, 314.0, 366.0, 18.0], D3RvQH-2Vq, 5769938]
[paragraph, [459.0, 332.0, 366.0, 18.0], D3RvQH-2Vq, 5769938]
[paragraph, [459.0, 350.0, 366.0, 18.0], D3RvQH-2Vq, 5769938]
[paragraph, [456.0, 376.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 394.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 412.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 430.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 448.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 466.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 484.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 502.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 520.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 538.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 556.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 574.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 592.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 610.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 628.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 646.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 664.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 682.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 700.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 718.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 736.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 754.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 772.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 790.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 808.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 826.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 844.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 862.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 880.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 898.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 916.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 934.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 952.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 970.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 988.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 1006.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 1024.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [456.0, 1042.0, 379.0, 18.0], OtRrmfHEgQ, 5769938]
[paragraph, [69.0, 675.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 693.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 711.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 729.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 747.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 765.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 783.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 801.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 819.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 837.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 855.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 873.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 891.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 909.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 927.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 945.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 963.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 981.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 999.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 1017.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 1035.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[paragraph, [69.0, 1053.0, 383.0, 18.0], hg8siDQg4h, 5769938]
[section-title, [462.0, 1063.0, 194.0, 30.0], vpoUOL3lWF, 5769938]
[paragraph, [72.0, 1075.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1093.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1111.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1129.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1147.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1165.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1183.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1201.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1219.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1237.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1255.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1273.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1291.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1309.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1327.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [72.0, 1345.0, 375.0, 18.0], 05DpQiiXcW, 5769938]
[paragraph, [452.0, 1101.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1119.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1137.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1155.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1173.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1191.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1209.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1227.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1245.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1263.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1281.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1299.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1317.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1335.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1353.0, 385.0, 18.0], xDwln46dDi, 5769938]
[paragraph, [452.0, 1371.0, 385.0, 18.0], xDwln46dDi, 5769938]
