[1298, 853]
[section-title, [335.0, 67.0, 192.0, 30.0], shoonya_2sY7MXVOD03FM4, 5710160]
[paragraph, [50.0, 115.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 133.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 151.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 169.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 187.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 205.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 223.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 241.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 259.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 277.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 295.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 313.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 331.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 349.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 367.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 385.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 403.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 421.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 439.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 457.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 475.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 493.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 511.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 529.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 547.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 565.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 583.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 601.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 619.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 637.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 655.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 673.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 691.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
