[2367, 1730]
[headline, [816.0, 234.0, 246.0, 67.5], Z5BDaEfMBH, 5734343]
[unordered-list, [311.0, 341.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 377.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 413.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 449.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 485.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 521.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 557.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 593.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 629.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 665.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 701.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 737.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 773.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 809.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 845.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 881.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 917.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 953.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 989.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 1025.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 1061.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 1097.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[unordered-list, [311.0, 1133.0, 1272.0, 36.0], KNDjkyb-8E, 5734343]
[section-title, [347.0, 1185.0, 131.0, 52.5], bvqDl0uFzS, 5734343]
[unordered-list, [336.0, 1261.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
[unordered-list, [336.0, 1297.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
[unordered-list, [336.0, 1333.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
[unordered-list, [336.0, 1369.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
[unordered-list, [336.0, 1405.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
[unordered-list, [336.0, 1441.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
[unordered-list, [336.0, 1477.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
[unordered-list, [336.0, 1513.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
[unordered-list, [336.0, 1549.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
[unordered-list, [336.0, 1585.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
[unordered-list, [336.0, 1621.0, 1233.0, 36.0], 9kFsRd_NRz, 5734343]
