[1162, 749]
[folio, [331.0, 75.0, 73.0, 18.0], shoonya_3sYVWQE2Q5FWIY, 5699622]
[paragraph, [83.0, 119.0, 591.0, 18.0], shoonya_1sF67I0C0NGVCN, 5699622]
[paragraph, [83.0, 137.0, 591.0, 18.0], shoonya_1sF67I0C0NGVCN, 5699622]
[paragraph, [83.0, 155.0, 591.0, 18.0], shoonya_1sF67I0C0NGVCN, 5699622]
[paragraph, [83.0, 173.0, 591.0, 18.0], shoonya_1sF67I0C0NGVCN, 5699622]
[paragraph, [83.0, 191.0, 591.0, 18.0], shoonya_1sF67I0C0NGVCN, 5699622]
[paragraph, [83.0, 209.0, 591.0, 18.0], shoonya_1sF67I0C0NGVCN, 5699622]
[paragraph, [83.0, 227.0, 591.0, 18.0], shoonya_1sF67I0C0NGVCN, 5699622]
[paragraph, [80.0, 257.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 275.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 293.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 311.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 329.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 347.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 365.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 383.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 401.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 419.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 437.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 455.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 473.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 491.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 509.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 527.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 545.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 563.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 581.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 599.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 617.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [80.0, 635.0, 592.0, 18.0], shoonya_2sG7SY0292WJIJ, 5699622]
[paragraph, [78.0, 670.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 688.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 706.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 724.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 742.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 760.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 778.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 796.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 814.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 832.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 850.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 868.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 886.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 904.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 922.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 940.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 958.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 976.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 994.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 1012.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 1030.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 1048.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
[paragraph, [78.0, 1066.0, 594.0, 18.0], shoonya_0s98BZVPFEIJVX, 5699622]
