[872, 605]
[ordered-list, [300.0, 62.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 80.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 98.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 116.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 134.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 152.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 170.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 188.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 206.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 224.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 242.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 260.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 278.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 296.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 314.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 332.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 350.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 368.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 386.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 404.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 422.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 440.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 458.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 476.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 494.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 512.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 530.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 548.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 566.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 584.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 602.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 620.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 638.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 656.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 674.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 692.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 710.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 728.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 746.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 764.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 782.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 800.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [300.0, 818.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[paragraph, [31.0, 63.0, 269.0, 18.0], shoonya_0sSVFZJE93JMDQ, 6457462]
[paragraph, [31.0, 81.0, 269.0, 18.0], shoonya_0sSVFZJE93JMDQ, 6457462]
[paragraph, [31.0, 99.0, 269.0, 18.0], shoonya_0sSVFZJE93JMDQ, 6457462]
[paragraph, [31.0, 117.0, 269.0, 18.0], shoonya_0sSVFZJE93JMDQ, 6457462]
[paragraph, [31.0, 135.0, 269.0, 18.0], shoonya_0sSVFZJE93JMDQ, 6457462]
[paragraph, [31.0, 153.0, 269.0, 18.0], shoonya_0sSVFZJE93JMDQ, 6457462]
[paragraph, [31.0, 171.0, 269.0, 18.0], shoonya_0sSVFZJE93JMDQ, 6457462]
[paragraph, [31.0, 189.0, 269.0, 18.0], shoonya_0sSVFZJE93JMDQ, 6457462]
[paragraph, [31.0, 203.0, 267.0, 18.0], ePVoUH8fwh, 6457462]
[paragraph, [31.0, 221.0, 267.0, 18.0], ePVoUH8fwh, 6457462]
[paragraph, [31.0, 239.0, 267.0, 18.0], ePVoUH8fwh, 6457462]
[paragraph, [31.0, 257.0, 267.0, 18.0], ePVoUH8fwh, 6457462]
[paragraph, [31.0, 275.0, 267.0, 18.0], ePVoUH8fwh, 6457462]
[paragraph, [31.0, 293.0, 267.0, 18.0], ePVoUH8fwh, 6457462]
[paragraph, [31.0, 311.0, 267.0, 18.0], ePVoUH8fwh, 6457462]
[paragraph, [33.0, 328.0, 268.0, 18.0], JcW-sLByQw, 6457462]
[paragraph, [33.0, 346.0, 268.0, 18.0], JcW-sLByQw, 6457462]
[paragraph, [33.0, 364.0, 268.0, 18.0], JcW-sLByQw, 6457462]
[paragraph, [33.0, 382.0, 268.0, 18.0], JcW-sLByQw, 6457462]
[paragraph, [33.0, 400.0, 268.0, 18.0], JcW-sLByQw, 6457462]
[paragraph, [33.0, 418.0, 268.0, 18.0], JcW-sLByQw, 6457462]
[paragraph, [33.0, 436.0, 268.0, 18.0], JcW-sLByQw, 6457462]
[paragraph, [35.0, 464.0, 268.0, 18.0], 1PAHUranVI, 6457462]
[paragraph, [35.0, 482.0, 268.0, 18.0], 1PAHUranVI, 6457462]
[paragraph, [35.0, 500.0, 268.0, 18.0], 1PAHUranVI, 6457462]
[paragraph, [35.0, 518.0, 268.0, 18.0], 1PAHUranVI, 6457462]
[paragraph, [35.0, 536.0, 268.0, 18.0], 1PAHUranVI, 6457462]
[paragraph, [35.0, 554.0, 268.0, 18.0], 1PAHUranVI, 6457462]
[paragraph, [35.0, 572.0, 268.0, 18.0], 1PAHUranVI, 6457462]
