[2717, 1772]
[folio, [569.0, 232.0, 569.0, 46.5], UzD8WGQY6f, 5721245]
[paragraph, [226.0, 339.0, 1348.0, 46.5], shoonya_2sZLRXB7GM44QN, 5721245]
[paragraph, [226.0, 385.5, 1348.0, 46.5], shoonya_2sZLRXB7GM44QN, 5721245]
[paragraph, [226.0, 432.0, 1348.0, 46.5], shoonya_2sZLRXB7GM44QN, 5721245]
[paragraph, [226.0, 478.5, 1348.0, 46.5], shoonya_2sZLRXB7GM44QN, 5721245]
[paragraph, [226.0, 525.0, 1348.0, 46.5], shoonya_2sZLRXB7GM44QN, 5721245]
[paragraph, [226.0, 571.5, 1348.0, 46.5], shoonya_2sZLRXB7GM44QN, 5721245]
[paragraph, [226.0, 618.0, 1348.0, 46.5], shoonya_2sZLRXB7GM44QN, 5721245]
[paragraph, [219.0, 682.0, 1333.0, 46.5], o8fFnQE9CH, 5721245]
[paragraph, [219.0, 728.5, 1333.0, 46.5], o8fFnQE9CH, 5721245]
[paragraph, [221.0, 821.0, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 867.5, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 914.0, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 960.5, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 1007.0, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 1053.5, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 1100.0, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 1146.5, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 1193.0, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 1239.5, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 1286.0, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 1332.5, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 1379.0, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [221.0, 1425.5, 1346.0, 46.5], nY5d0F3r18, 5721245]
[paragraph, [218.0, 1505.0, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 1551.5, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 1598.0, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 1644.5, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 1691.0, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 1737.5, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 1784.0, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 1830.5, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 1877.0, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 1923.5, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 1970.0, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 2016.5, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 2063.0, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 2109.5, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 2156.0, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 2202.5, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 2249.0, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 2295.5, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 2342.0, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
[paragraph, [218.0, 2388.5, 1351.0, 46.5], shoonya_0sOM7RSQXG2EPT, 5721245]
