[1806, 1262]
[folio, [638.0, 102.0, 447.0, 36.0], shoonya_0sQN6NMCHDDEJY, 5680763]
[paragraph, [97.0, 175.0, 508.0, 36.0], shoonya_3sH9RQ0EULSZLU, 5680763]
[paragraph, [97.0, 211.0, 508.0, 36.0], shoonya_3sH9RQ0EULSZLU, 5680763]
[paragraph, [97.0, 247.0, 508.0, 36.0], shoonya_3sH9RQ0EULSZLU, 5680763]
[paragraph, [97.0, 283.0, 508.0, 36.0], shoonya_3sH9RQ0EULSZLU, 5680763]
[paragraph, [97.0, 319.0, 508.0, 36.0], shoonya_3sH9RQ0EULSZLU, 5680763]
[paragraph, [97.0, 355.0, 508.0, 36.0], shoonya_3sH9RQ0EULSZLU, 5680763]
[paragraph, [97.0, 391.0, 508.0, 36.0], shoonya_3sH9RQ0EULSZLU, 5680763]
[paragraph, [646.0, 175.0, 511.0, 36.0], rH_IGic_Zx, 5680763]
[paragraph, [646.0, 211.0, 511.0, 36.0], rH_IGic_Zx, 5680763]
[paragraph, [646.0, 247.0, 511.0, 36.0], rH_IGic_Zx, 5680763]
[paragraph, [646.0, 283.0, 511.0, 36.0], rH_IGic_Zx, 5680763]
[paragraph, [646.0, 319.0, 511.0, 36.0], rH_IGic_Zx, 5680763]
[paragraph, [646.0, 355.0, 511.0, 36.0], rH_IGic_Zx, 5680763]
[paragraph, [646.0, 391.0, 511.0, 36.0], rH_IGic_Zx, 5680763]
[paragraph, [646.0, 427.0, 511.0, 36.0], rH_IGic_Zx, 5680763]
[paragraph, [646.0, 463.0, 511.0, 36.0], rH_IGic_Zx, 5680763]
[paragraph, [93.0, 447.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 483.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 519.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 555.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 591.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 627.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 663.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 699.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 735.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 771.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 807.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 843.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 879.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 915.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 951.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 987.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1023.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1059.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1095.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1131.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1167.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1203.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1239.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1275.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1311.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1347.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1383.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1419.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1455.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1491.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1527.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1563.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1599.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1635.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [93.0, 1671.0, 511.0, 36.0], BIzoNI9iOE, 5680763]
[paragraph, [645.0, 519.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 555.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 591.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 627.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 663.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 699.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 735.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 771.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 807.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 843.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 879.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 915.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 951.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 987.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1023.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1059.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1095.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1131.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1167.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1203.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1239.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1275.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1311.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1347.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1383.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1419.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1455.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1491.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1527.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1563.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1599.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
[paragraph, [645.0, 1635.0, 514.0, 36.0], 9Pbq48wKmN, 5680763]
