[1370, 846]
[folio, [625.0, 57.0, 118.0, 18.0], G0z930SVlD, 5782530]
[folio, [625.0, 75.0, 118.0, 18.0], G0z930SVlD, 5782530]
[folio, [258.0, 110.0, 333.0, 18.0], shoonya_3sNQK09K0YR21E, 5782530]
[ordered-list, [94.0, 144.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 162.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 180.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 198.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 216.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 234.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 252.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 270.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 288.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 306.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 324.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 342.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 360.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 378.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 396.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 414.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 432.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 450.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 468.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 486.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 504.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 522.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 540.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 558.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 576.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 594.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 612.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 630.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 648.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[ordered-list, [94.0, 666.0, 658.0, 18.0], qW6vUnIP7r, 5782530]
[sub-ordered-list, [104.0, 171.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 189.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 207.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 225.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 243.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 261.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 279.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 297.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 315.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 333.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 351.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 369.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
[sub-ordered-list, [104.0, 387.0, 640.0, 18.0], shoonya_0sPK7EKYLMVL3K, 5782530]
