[1034, 680]
[chapter-title, [263.0, 174.0, 159.0, 30.0], LRQ6CWw3ET, 5740061]
[chapter-title, [263.0, 204.0, 159.0, 30.0], LRQ6CWw3ET, 5740061]
[section-title, [50.0, 268.0, 577.0, 30.0], V-YhkuxGe2, 5740061]
[paragraph, [72.0, 340.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 358.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 376.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 394.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 412.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 430.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 448.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 466.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 484.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 502.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 520.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 538.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 556.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 574.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 592.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 610.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 628.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 646.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 664.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 682.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 700.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 718.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [72.0, 736.0, 543.0, 18.0], 9fAiuZbJJ7, 5740061]
[paragraph, [63.0, 762.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
[paragraph, [63.0, 780.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
[paragraph, [63.0, 798.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
[paragraph, [63.0, 816.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
[paragraph, [63.0, 834.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
[paragraph, [63.0, 852.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
[paragraph, [63.0, 870.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
[paragraph, [63.0, 888.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
[paragraph, [63.0, 906.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
[paragraph, [63.0, 924.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
[paragraph, [63.0, 942.0, 553.0, 18.0], KmWt3TxsZN, 5740061]
