[2427, 1815]
[section-title, [1098.0, 149.0, 603.0, 52.5], shoonya_22sAY5NDQ28CSW, 5694282]
[paragraph, [772.0, 260.0, 595.0, 36.0], shoonya_9sKI6FFDT3FL0B, 5694282]
[paragraph, [772.0, 296.0, 595.0, 36.0], shoonya_9sKI6FFDT3FL0B, 5694282]
[paragraph, [772.0, 332.0, 595.0, 36.0], shoonya_9sKI6FFDT3FL0B, 5694282]
[paragraph, [772.0, 368.0, 595.0, 36.0], shoonya_9sKI6FFDT3FL0B, 5694282]
[paragraph, [154.0, 261.0, 184.0, 36.0], shoonya_17s9QYCEXANTRA, 5694282]
[paragraph, [153.0, 301.0, 594.0, 36.0], shoonya_15sASASXSIQBR1, 5694282]
[paragraph, [153.0, 337.0, 594.0, 36.0], shoonya_15sASASXSIQBR1, 5694282]
[paragraph, [153.0, 373.0, 594.0, 36.0], shoonya_15sASASXSIQBR1, 5694282]
[paragraph, [773.0, 420.0, 595.0, 36.0], shoonya_1sT0C1GSI3LDDD, 5694282]
[paragraph, [773.0, 456.0, 595.0, 36.0], shoonya_1sT0C1GSI3LDDD, 5694282]
[paragraph, [773.0, 492.0, 595.0, 36.0], shoonya_1sT0C1GSI3LDDD, 5694282]
[paragraph, [773.0, 528.0, 595.0, 36.0], shoonya_1sT0C1GSI3LDDD, 5694282]
[paragraph, [773.0, 564.0, 595.0, 36.0], shoonya_1sT0C1GSI3LDDD, 5694282]
[paragraph, [773.0, 600.0, 595.0, 36.0], shoonya_1sT0C1GSI3LDDD, 5694282]
[paragraph, [773.0, 636.0, 595.0, 36.0], shoonya_1sT0C1GSI3LDDD, 5694282]
[paragraph, [773.0, 672.0, 595.0, 36.0], shoonya_1sT0C1GSI3LDDD, 5694282]
[paragraph, [187.0, 424.0, 249.0, 36.0], shoonya_20sHKQZ5SOCKOX, 5694282]
[paragraph, [141.0, 462.0, 610.0, 36.0], shoonya_16sKGT4P9L8VD2, 5694282]
[paragraph, [141.0, 498.0, 610.0, 36.0], shoonya_16sKGT4P9L8VD2, 5694282]
[paragraph, [141.0, 534.0, 610.0, 36.0], shoonya_16sKGT4P9L8VD2, 5694282]
[paragraph, [141.0, 570.0, 610.0, 36.0], shoonya_16sKGT4P9L8VD2, 5694282]
[paragraph, [141.0, 606.0, 610.0, 36.0], shoonya_16sKGT4P9L8VD2, 5694282]
[paragraph, [141.0, 642.0, 610.0, 36.0], shoonya_16sKGT4P9L8VD2, 5694282]
[paragraph, [144.0, 704.0, 609.0, 36.0], shoonya_8sFJJQLSFL01H0, 5694282]
[paragraph, [144.0, 740.0, 609.0, 36.0], shoonya_8sFJJQLSFL01H0, 5694282]
[paragraph, [144.0, 776.0, 609.0, 36.0], shoonya_8sFJJQLSFL01H0, 5694282]
[paragraph, [144.0, 812.0, 609.0, 36.0], shoonya_8sFJJQLSFL01H0, 5694282]
[paragraph, [144.0, 848.0, 609.0, 36.0], shoonya_8sFJJQLSFL01H0, 5694282]
[paragraph, [144.0, 884.0, 609.0, 36.0], shoonya_8sFJJQLSFL01H0, 5694282]
[paragraph, [144.0, 920.0, 609.0, 36.0], shoonya_8sFJJQLSFL01H0, 5694282]
[paragraph, [144.0, 956.0, 609.0, 36.0], shoonya_8sFJJQLSFL01H0, 5694282]
[paragraph, [773.0, 741.0, 588.0, 36.0], shoonya_7s0W4TJ2HJJJUM, 5694282]
[paragraph, [773.0, 777.0, 588.0, 36.0], shoonya_7s0W4TJ2HJJJUM, 5694282]
[paragraph, [773.0, 813.0, 588.0, 36.0], shoonya_7s0W4TJ2HJJJUM, 5694282]
[sidebar, [1367.0, 881.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 917.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 953.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 989.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1025.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1061.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1097.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1133.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1169.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1205.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1241.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1277.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1313.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1349.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1385.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1421.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1457.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1493.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[sidebar, [1367.0, 1529.0, 244.0, 36.0], shoonya_21sZA3YIS7DS7C, 5694282]
[paragraph, [772.0, 904.0, 587.0, 36.0], shoonya_6sPHJUO1F36QUA, 5694282]
[paragraph, [772.0, 940.0, 587.0, 36.0], shoonya_6sPHJUO1F36QUA, 5694282]
[paragraph, [772.0, 976.0, 587.0, 36.0], shoonya_6sPHJUO1F36QUA, 5694282]
[paragraph, [772.0, 1012.0, 587.0, 36.0], shoonya_6sPHJUO1F36QUA, 5694282]
[paragraph, [146.0, 1025.0, 609.0, 36.0], shoonya_2sYGBFE0NH39WI, 5694282]
[paragraph, [146.0, 1061.0, 609.0, 36.0], shoonya_2sYGBFE0NH39WI, 5694282]
[paragraph, [146.0, 1097.0, 609.0, 36.0], shoonya_2sYGBFE0NH39WI, 5694282]
[paragraph, [146.0, 1133.0, 609.0, 36.0], shoonya_2sYGBFE0NH39WI, 5694282]
[paragraph, [146.0, 1169.0, 609.0, 36.0], shoonya_2sYGBFE0NH39WI, 5694282]
[paragraph, [146.0, 1205.0, 609.0, 36.0], shoonya_2sYGBFE0NH39WI, 5694282]
[paragraph, [146.0, 1241.0, 609.0, 36.0], shoonya_2sYGBFE0NH39WI, 5694282]
[paragraph, [146.0, 1277.0, 609.0, 36.0], shoonya_2sYGBFE0NH39WI, 5694282]
[paragraph, [146.0, 1313.0, 609.0, 36.0], shoonya_2sYGBFE0NH39WI, 5694282]
[paragraph, [146.0, 1349.0, 609.0, 36.0], shoonya_2sYGBFE0NH39WI, 5694282]
[paragraph, [773.0, 1064.0, 588.0, 36.0], shoonya_10sW4CZQ84NZTC, 5694282]
[paragraph, [773.0, 1100.0, 588.0, 36.0], shoonya_10sW4CZQ84NZTC, 5694282]
[paragraph, [773.0, 1136.0, 588.0, 36.0], shoonya_10sW4CZQ84NZTC, 5694282]
[paragraph, [773.0, 1181.0, 588.0, 36.0], shoonya_4sCUCDKLDFRK6T, 5694282]
[paragraph, [773.0, 1217.0, 588.0, 36.0], shoonya_4sCUCDKLDFRK6T, 5694282]
[paragraph, [773.0, 1253.0, 588.0, 36.0], shoonya_4sCUCDKLDFRK6T, 5694282]
[paragraph, [773.0, 1289.0, 588.0, 36.0], shoonya_4sCUCDKLDFRK6T, 5694282]
[paragraph, [773.0, 1325.0, 588.0, 36.0], shoonya_4sCUCDKLDFRK6T, 5694282]
[paragraph, [763.0, 1388.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1424.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1460.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1496.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1532.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1568.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1604.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1640.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1676.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1712.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1748.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1784.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1820.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1856.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1892.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [763.0, 1928.0, 597.0, 36.0], shoonya_0sLDA1PSSJBEPH, 5694282]
[paragraph, [151.0, 1423.0, 590.0, 36.0], shoonya_12sWZPHERH6XE5, 5694282]
[paragraph, [151.0, 1459.0, 590.0, 36.0], shoonya_12sWZPHERH6XE5, 5694282]
[paragraph, [151.0, 1495.0, 590.0, 36.0], shoonya_12sWZPHERH6XE5, 5694282]
[paragraph, [179.0, 1540.0, 206.0, 36.0], shoonya_18sNIUX751FJ8E, 5694282]
[paragraph, [162.0, 1582.0, 589.0, 36.0], shoonya_11s5ARWWUJC9WE, 5694282]
[paragraph, [162.0, 1618.0, 589.0, 36.0], shoonya_11s5ARWWUJC9WE, 5694282]
[paragraph, [162.0, 1654.0, 589.0, 36.0], shoonya_11s5ARWWUJC9WE, 5694282]
[paragraph, [179.0, 1700.0, 313.0, 36.0], shoonya_19s2OZDI2MYM68, 5694282]
[paragraph, [151.0, 1739.0, 589.0, 36.0], shoonya_3sP286744EABHO, 5694282]
[paragraph, [151.0, 1775.0, 589.0, 36.0], shoonya_3sP286744EABHO, 5694282]
[paragraph, [151.0, 1811.0, 589.0, 36.0], shoonya_3sP286744EABHO, 5694282]
[paragraph, [151.0, 1847.0, 589.0, 36.0], shoonya_3sP286744EABHO, 5694282]
[paragraph, [151.0, 1883.0, 589.0, 36.0], shoonya_3sP286744EABHO, 5694282]
[paragraph, [151.0, 1919.0, 589.0, 36.0], shoonya_3sP286744EABHO, 5694282]
[paragraph, [151.0, 1955.0, 589.0, 36.0], shoonya_3sP286744EABHO, 5694282]
[paragraph, [151.0, 1991.0, 589.0, 36.0], shoonya_3sP286744EABHO, 5694282]
[paragraph, [757.0, 1979.0, 606.0, 36.0], shoonya_5sWTN48FSTD7XS, 5694282]
[paragraph, [757.0, 2015.0, 606.0, 36.0], shoonya_5sWTN48FSTD7XS, 5694282]
[paragraph, [757.0, 2051.0, 606.0, 36.0], shoonya_5sWTN48FSTD7XS, 5694282]
[paragraph, [757.0, 2087.0, 606.0, 36.0], shoonya_5sWTN48FSTD7XS, 5694282]
[paragraph, [757.0, 2123.0, 606.0, 36.0], shoonya_5sWTN48FSTD7XS, 5694282]
