[2339, 1653]
[paragraph, [247.0, 245.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 281.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 317.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 353.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 389.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 425.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 461.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 497.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 533.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 569.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 605.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 641.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 677.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 713.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 749.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 785.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 821.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 857.0, 1156.0, 36.0], shoonya_0s22WDYUZCK5JD, 5685878]
[paragraph, [247.0, 937.0, 1155.0, 36.0], shoonya_1s5DB18LFNKQCD, 5685878]
[paragraph, [247.0, 973.0, 1155.0, 36.0], shoonya_1s5DB18LFNKQCD, 5685878]
[paragraph, [247.0, 1009.0, 1155.0, 36.0], shoonya_1s5DB18LFNKQCD, 5685878]
[paragraph, [247.0, 1045.0, 1155.0, 36.0], shoonya_1s5DB18LFNKQCD, 5685878]
[paragraph, [247.0, 1081.0, 1155.0, 36.0], shoonya_1s5DB18LFNKQCD, 5685878]
[paragraph, [247.0, 1117.0, 1155.0, 36.0], shoonya_1s5DB18LFNKQCD, 5685878]
[paragraph, [247.0, 1153.0, 1155.0, 36.0], shoonya_1s5DB18LFNKQCD, 5685878]
[paragraph, [247.0, 1189.0, 1155.0, 36.0], shoonya_1s5DB18LFNKQCD, 5685878]
[paragraph, [247.0, 1225.0, 1155.0, 36.0], shoonya_1s5DB18LFNKQCD, 5685878]
[paragraph, [244.0, 1290.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1326.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1362.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1398.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1434.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1470.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1506.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1542.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1578.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1614.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1650.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1686.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1722.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1758.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1794.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1830.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[paragraph, [244.0, 1866.0, 1158.0, 36.0], wH_Dli2kpc, 5685878]
[reference, [247.0, 1929.0, 1154.0, 36.0], shoonya_3s7EFLCA323QCX, 5685878]
[reference, [247.0, 1965.0, 1154.0, 36.0], shoonya_3s7EFLCA323QCX, 5685878]
[reference, [247.0, 2001.0, 1154.0, 36.0], shoonya_3s7EFLCA323QCX, 5685878]
[reference, [247.0, 2037.0, 1154.0, 36.0], shoonya_3s7EFLCA323QCX, 5685878]
[reference, [247.0, 2073.0, 1154.0, 36.0], shoonya_3s7EFLCA323QCX, 5685878]
