[2520, 1740]
[folio, [52.0, 76.0, 211.0, 46.5], SHq5Yq9TTF, 5694467]
[paragraph, [1181.0, 158.0, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 204.5, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 251.0, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 297.5, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 344.0, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 390.5, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 437.0, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 483.5, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 530.0, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 576.5, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 623.0, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 669.5, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 716.0, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 762.5, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 809.0, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 855.5, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 902.0, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[paragraph, [1181.0, 948.5, 538.0, 46.5], shoonya_4sF3JGW8E27VBN, 5694467]
[headline, [136.0, 1523.0, 1012.0, 52.5], shoonya_6sJ2XTWTWGWIZ5, 5694467]
[headline, [136.0, 1575.5, 1012.0, 52.5], shoonya_6sJ2XTWTWGWIZ5, 5694467]
[headline, [136.0, 1628.0, 1012.0, 52.5], shoonya_6sJ2XTWTWGWIZ5, 5694467]
[headline, [136.0, 1680.5, 1012.0, 52.5], shoonya_6sJ2XTWTWGWIZ5, 5694467]
[headline, [136.0, 1733.0, 1012.0, 52.5], shoonya_6sJ2XTWTWGWIZ5, 5694467]
[paragraph, [135.0, 1817.0, 1018.0, 46.5], GEYKkSamJz, 5694467]
[paragraph, [135.0, 1863.5, 1018.0, 46.5], GEYKkSamJz, 5694467]
[paragraph, [136.0, 2011.0, 505.0, 46.5], shoonya_5s4OWY540A627W, 5694467]
[paragraph, [136.0, 2057.5, 505.0, 46.5], shoonya_5s4OWY540A627W, 5694467]
[paragraph, [136.0, 2104.0, 505.0, 46.5], shoonya_5s4OWY540A627W, 5694467]
[paragraph, [136.0, 2150.5, 505.0, 46.5], shoonya_5s4OWY540A627W, 5694467]
[paragraph, [136.0, 2197.0, 505.0, 46.5], shoonya_5s4OWY540A627W, 5694467]
[paragraph, [136.0, 2243.5, 505.0, 46.5], shoonya_5s4OWY540A627W, 5694467]
[paragraph, [136.0, 2290.0, 505.0, 46.5], shoonya_5s4OWY540A627W, 5694467]
[paragraph, [650.0, 2011.0, 525.0, 46.5], shoonya_0sSQLE67DIBND5, 5694467]
[paragraph, [650.0, 2057.5, 525.0, 46.5], shoonya_0sSQLE67DIBND5, 5694467]
[paragraph, [650.0, 2104.0, 525.0, 46.5], shoonya_0sSQLE67DIBND5, 5694467]
[paragraph, [650.0, 2150.5, 525.0, 46.5], shoonya_0sSQLE67DIBND5, 5694467]
[paragraph, [650.0, 2197.0, 525.0, 46.5], shoonya_0sSQLE67DIBND5, 5694467]
[paragraph, [650.0, 2243.5, 525.0, 46.5], shoonya_0sSQLE67DIBND5, 5694467]
[paragraph, [650.0, 2290.0, 525.0, 46.5], shoonya_0sSQLE67DIBND5, 5694467]
[paragraph, [1187.0, 2134.0, 498.0, 46.5], shoonya_7s3R2OQSZPQ6LA, 5694467]
[paragraph, [1187.0, 2180.5, 498.0, 46.5], shoonya_7s3R2OQSZPQ6LA, 5694467]
[paragraph, [1187.0, 2227.0, 498.0, 46.5], shoonya_7s3R2OQSZPQ6LA, 5694467]
[paragraph, [1187.0, 2273.5, 498.0, 46.5], shoonya_7s3R2OQSZPQ6LA, 5694467]
