[975, 573]
[chapter-title, [114.0, 25.0, 326.0, 30.0], shoonya_0sX1KT3R6VZXBJ, 5776237]
[paragraph, [5.0, 62.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 80.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 98.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 116.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 134.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 152.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 170.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 188.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 206.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 224.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 242.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 260.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 278.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 296.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 314.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 332.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 350.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 368.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 386.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 404.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 422.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 440.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 458.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 476.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 494.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 512.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 530.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 548.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 566.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 584.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 602.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 620.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 638.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 656.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 674.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 692.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 710.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 728.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 746.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 764.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [5.0, 782.0, 545.0, 18.0], NanDdsIz9L, 5776237]
[paragraph, [8.0, 801.0, 541.0, 18.0], Eai9yT2K7O, 5776237]
[paragraph, [8.0, 819.0, 541.0, 18.0], Eai9yT2K7O, 5776237]
[paragraph, [8.0, 837.0, 541.0, 18.0], Eai9yT2K7O, 5776237]
[paragraph, [8.0, 855.0, 541.0, 18.0], Eai9yT2K7O, 5776237]
[paragraph, [8.0, 873.0, 541.0, 18.0], Eai9yT2K7O, 5776237]
[paragraph, [8.0, 891.0, 541.0, 18.0], Eai9yT2K7O, 5776237]
