[1425, 1088]
[section-title, [215.0, 152.0, 792.0, 30.0], _IUXN-EseP, 5759177]
[ordered-list, [133.0, 226.0, 648.0, 18.0], L6Y4k5D6Rd, 5759177]
[ordered-list, [133.0, 244.0, 648.0, 18.0], L6Y4k5D6Rd, 5759177]
[ordered-list, [133.0, 262.0, 648.0, 18.0], L6Y4k5D6Rd, 5759177]
[ordered-list, [133.0, 280.0, 648.0, 18.0], L6Y4k5D6Rd, 5759177]
[ordered-list, [133.0, 298.0, 648.0, 18.0], L6Y4k5D6Rd, 5759177]
[ordered-list, [133.0, 316.0, 648.0, 18.0], L6Y4k5D6Rd, 5759177]
[ordered-list, [133.0, 334.0, 648.0, 18.0], L6Y4k5D6Rd, 5759177]
[paragraph, [129.0, 361.0, 866.0, 18.0], lmWbv2NU2G, 5759177]
[paragraph, [129.0, 379.0, 866.0, 18.0], lmWbv2NU2G, 5759177]
[paragraph, [129.0, 397.0, 866.0, 18.0], lmWbv2NU2G, 5759177]
[paragraph, [129.0, 415.0, 866.0, 18.0], lmWbv2NU2G, 5759177]
[paragraph, [129.0, 441.0, 868.0, 18.0], ffsiDs4GLO, 5759177]
[paragraph, [129.0, 459.0, 868.0, 18.0], ffsiDs4GLO, 5759177]
[paragraph, [129.0, 477.0, 868.0, 18.0], ffsiDs4GLO, 5759177]
[paragraph, [129.0, 495.0, 868.0, 18.0], ffsiDs4GLO, 5759177]
[paragraph, [129.0, 513.0, 868.0, 18.0], ffsiDs4GLO, 5759177]
[paragraph, [129.0, 531.0, 868.0, 18.0], ffsiDs4GLO, 5759177]
[paragraph, [129.0, 549.0, 868.0, 18.0], ffsiDs4GLO, 5759177]
[paragraph, [129.0, 567.0, 868.0, 18.0], ffsiDs4GLO, 5759177]
[paragraph, [129.0, 585.0, 868.0, 18.0], ffsiDs4GLO, 5759177]
[paragraph, [129.0, 604.0, 871.0, 18.0], vqzbYdSfyF, 5759177]
[paragraph, [129.0, 622.0, 871.0, 18.0], vqzbYdSfyF, 5759177]
[paragraph, [129.0, 640.0, 871.0, 18.0], vqzbYdSfyF, 5759177]
[paragraph, [129.0, 658.0, 871.0, 18.0], vqzbYdSfyF, 5759177]
[paragraph, [129.0, 676.0, 871.0, 18.0], vqzbYdSfyF, 5759177]
[paragraph, [129.0, 709.0, 871.0, 18.0], PmCYpqwdV_, 5759177]
[paragraph, [129.0, 727.0, 871.0, 18.0], PmCYpqwdV_, 5759177]
[paragraph, [129.0, 745.0, 871.0, 18.0], PmCYpqwdV_, 5759177]
[paragraph, [129.0, 763.0, 871.0, 18.0], PmCYpqwdV_, 5759177]
[paragraph, [129.0, 781.0, 871.0, 18.0], PmCYpqwdV_, 5759177]
[paragraph, [129.0, 799.0, 871.0, 18.0], PmCYpqwdV_, 5759177]
[paragraph, [129.0, 817.0, 871.0, 18.0], PmCYpqwdV_, 5759177]
[paragraph, [129.0, 835.0, 871.0, 18.0], PmCYpqwdV_, 5759177]
[paragraph, [129.0, 853.0, 871.0, 18.0], PmCYpqwdV_, 5759177]
[paragraph, [129.0, 880.0, 871.0, 18.0], xXXg3wRfoO, 5759177]
[paragraph, [129.0, 898.0, 871.0, 18.0], xXXg3wRfoO, 5759177]
[paragraph, [129.0, 916.0, 871.0, 18.0], xXXg3wRfoO, 5759177]
[paragraph, [129.0, 934.0, 871.0, 18.0], xXXg3wRfoO, 5759177]
[paragraph, [129.0, 952.0, 871.0, 18.0], xXXg3wRfoO, 5759177]
[paragraph, [129.0, 970.0, 871.0, 18.0], xXXg3wRfoO, 5759177]
[paragraph, [128.0, 995.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1013.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1031.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1049.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1067.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1085.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1103.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1121.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1139.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1157.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1175.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[paragraph, [128.0, 1193.0, 870.0, 18.0], shoonya_0s3AIJI9A0PJ4N, 5759177]
[folio, [820.0, 1343.0, 167.0, 18.0], shoonya_3sW03RBEZ67X2C, 5759177]
[folio, [820.0, 1361.0, 167.0, 18.0], shoonya_3sW03RBEZ67X2C, 5759177]
