[1250, 721]
[folio, [547.0, 17.0, 141.0, 18.0], shoonya_0s20H0S9EL3Z47, 5782162]
[folio, [547.0, 35.0, 141.0, 18.0], shoonya_0s20H0S9EL3Z47, 5782162]
[folio, [547.0, 53.0, 141.0, 18.0], shoonya_0s20H0S9EL3Z47, 5782162]
[section-title, [258.0, 73.0, 190.0, 30.0], QrQtuIFrQA, 5782162]
[ordered-list, [2.0, 113.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 131.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 149.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 167.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 185.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 203.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 221.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 239.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 257.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 275.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 293.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 311.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 329.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 347.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 365.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 383.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 401.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 419.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 437.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 455.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 473.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 491.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 509.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 527.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 545.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 563.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 581.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 599.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 617.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 635.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 653.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 671.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 689.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
