[1320, 1176]
[paragraph, [71.0, 175.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 193.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 211.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 229.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 247.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 265.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 283.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 301.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 319.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 337.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 355.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 373.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 391.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 409.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 427.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 445.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [71.0, 463.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[section-title, [562.0, 194.0, 373.0, 30.0], shoonya_1sLWSDFV5SQJ7Z, 5693953]
[author, [612.0, 240.0, 275.0, 18.0], Ub2myQ4Z7s, 5693953]
[paragraph, [471.0, 298.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 316.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 334.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 352.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 370.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 388.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 406.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 424.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 442.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 460.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 478.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 496.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 514.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 532.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 550.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 568.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 586.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 604.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 622.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 640.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 658.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 676.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 694.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [471.0, 712.0, 599.0, 18.0], NZxdDJD7VC, 5693953]
[paragraph, [78.0, 489.0, 324.0, 18.0], -xOtAQOjRI, 5693953]
[paragraph, [78.0, 507.0, 324.0, 18.0], -xOtAQOjRI, 5693953]
[paragraph, [78.0, 525.0, 324.0, 18.0], -xOtAQOjRI, 5693953]
[paragraph, [78.0, 543.0, 324.0, 18.0], -xOtAQOjRI, 5693953]
[paragraph, [78.0, 561.0, 324.0, 18.0], -xOtAQOjRI, 5693953]
[paragraph, [78.0, 579.0, 324.0, 18.0], -xOtAQOjRI, 5693953]
[paragraph, [78.0, 597.0, 324.0, 18.0], -xOtAQOjRI, 5693953]
[paragraph, [77.0, 633.0, 330.0, 18.0], vkUdo_mM8Z, 5693953]
[paragraph, [77.0, 651.0, 330.0, 18.0], vkUdo_mM8Z, 5693953]
[paragraph, [77.0, 669.0, 330.0, 18.0], vkUdo_mM8Z, 5693953]
[paragraph, [77.0, 687.0, 330.0, 18.0], vkUdo_mM8Z, 5693953]
[paragraph, [77.0, 705.0, 330.0, 18.0], vkUdo_mM8Z, 5693953]
[paragraph, [77.0, 723.0, 330.0, 18.0], vkUdo_mM8Z, 5693953]
[paragraph, [72.0, 750.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 768.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 786.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 804.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 822.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 840.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 858.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 876.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 894.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 912.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
