[792, 612]
[flag, [25.0, 57.0, 172.0, 18.0], shoonya_15s65DUGG8M9CF, 6516360]
[flag, [25.0, 75.0, 172.0, 18.0], shoonya_15s65DUGG8M9CF, 6516360]
[headline, [223.0, 74.0, 239.0, 25.5], shoonya_11sNMUXPCRHCRI, 6516360]
[headline, [223.0, 99.5, 239.0, 25.5], shoonya_11sNMUXPCRHCRI, 6516360]
[headline, [223.0, 125.0, 239.0, 25.5], shoonya_11sNMUXPCRHCRI, 6516360]
[index, [63.0, 125.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 143.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 161.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 179.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 197.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 215.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 233.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 251.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 269.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 287.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 305.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 323.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 341.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 359.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[index, [63.0, 377.0, 87.0, 18.0], AA1JX7bUge, 6516360]
[paragraph, [391.0, 170.0, 169.0, 18.0], shoonya_1s6PEI4IWCZ4GD, 6516360]
[paragraph, [391.0, 188.0, 169.0, 18.0], shoonya_1s6PEI4IWCZ4GD, 6516360]
[paragraph, [391.0, 206.0, 169.0, 18.0], shoonya_1s6PEI4IWCZ4GD, 6516360]
[paragraph, [391.0, 224.0, 169.0, 18.0], shoonya_1s6PEI4IWCZ4GD, 6516360]
[paragraph, [391.0, 242.0, 169.0, 18.0], shoonya_1s6PEI4IWCZ4GD, 6516360]
[paragraph, [391.0, 260.0, 169.0, 18.0], shoonya_1s6PEI4IWCZ4GD, 6516360]
[paragraph, [391.0, 278.0, 169.0, 18.0], shoonya_1s6PEI4IWCZ4GD, 6516360]
[paragraph, [391.0, 296.0, 169.0, 18.0], shoonya_1s6PEI4IWCZ4GD, 6516360]
[paragraph, [391.0, 314.0, 169.0, 18.0], shoonya_1s6PEI4IWCZ4GD, 6516360]
[paragraph, [391.0, 332.0, 169.0, 18.0], shoonya_1s6PEI4IWCZ4GD, 6516360]
[paragraph, [225.0, 185.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [225.0, 203.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [225.0, 221.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [225.0, 239.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [225.0, 257.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [225.0, 275.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [225.0, 293.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [225.0, 311.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [225.0, 329.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [225.0, 347.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [225.0, 365.0, 166.0, 18.0], shoonya_3sJR8UUSEJG2G8, 6516360]
[paragraph, [444.0, 361.0, 113.0, 18.0], kIuUjfR8fg, 6516360]
[paragraph, [444.0, 379.0, 113.0, 18.0], kIuUjfR8fg, 6516360]
[paragraph, [444.0, 397.0, 113.0, 18.0], kIuUjfR8fg, 6516360]
[sidebar, [338.0, 374.0, 100.0, 18.0], sw_rp3lHFl, 6516360]
[sidebar, [338.0, 392.0, 100.0, 18.0], sw_rp3lHFl, 6516360]
[sidebar, [338.0, 410.0, 100.0, 18.0], sw_rp3lHFl, 6516360]
[sidebar, [338.0, 428.0, 100.0, 18.0], sw_rp3lHFl, 6516360]
[sidebar, [338.0, 446.0, 100.0, 18.0], sw_rp3lHFl, 6516360]
[sidebar, [338.0, 464.0, 100.0, 18.0], sw_rp3lHFl, 6516360]
[sidebar, [338.0, 482.0, 100.0, 18.0], sw_rp3lHFl, 6516360]
[sidebar, [338.0, 500.0, 100.0, 18.0], sw_rp3lHFl, 6516360]
[sidebar, [338.0, 518.0, 100.0, 18.0], sw_rp3lHFl, 6516360]
[paragraph, [226.0, 387.0, 105.0, 18.0], wgyt6BXe2e, 6516360]
[paragraph, [226.0, 405.0, 105.0, 18.0], wgyt6BXe2e, 6516360]
[paragraph, [226.0, 423.0, 105.0, 18.0], wgyt6BXe2e, 6516360]
[paragraph, [226.0, 441.0, 105.0, 18.0], wgyt6BXe2e, 6516360]
[paragraph, [226.0, 459.0, 105.0, 18.0], wgyt6BXe2e, 6516360]
[paragraph, [226.0, 477.0, 105.0, 18.0], wgyt6BXe2e, 6516360]
[paragraph, [226.0, 495.0, 105.0, 18.0], wgyt6BXe2e, 6516360]
[paragraph, [226.0, 513.0, 105.0, 18.0], wgyt6BXe2e, 6516360]
[paragraph, [226.0, 531.0, 105.0, 18.0], wgyt6BXe2e, 6516360]
[contact-info, [24.0, 416.0, 165.0, 18.0], gBwB5GpU9M, 6516360]
[contact-info, [24.0, 434.0, 165.0, 18.0], gBwB5GpU9M, 6516360]
[contact-info, [24.0, 452.0, 165.0, 18.0], gBwB5GpU9M, 6516360]
[contact-info, [24.0, 470.0, 165.0, 18.0], gBwB5GpU9M, 6516360]
[contact-info, [24.0, 488.0, 165.0, 18.0], gBwB5GpU9M, 6516360]
[contact-info, [24.0, 506.0, 165.0, 18.0], gBwB5GpU9M, 6516360]
[contact-info, [24.0, 524.0, 165.0, 18.0], gBwB5GpU9M, 6516360]
[contact-info, [24.0, 542.0, 165.0, 18.0], gBwB5GpU9M, 6516360]
[contact-info, [24.0, 560.0, 165.0, 18.0], gBwB5GpU9M, 6516360]
[contact-info, [24.0, 578.0, 165.0, 18.0], gBwB5GpU9M, 6516360]
[paragraph, [444.0, 422.0, 114.0, 18.0], shoonya_6sMC3WKRCMVTUT, 6516360]
[paragraph, [444.0, 440.0, 114.0, 18.0], shoonya_6sMC3WKRCMVTUT, 6516360]
[paragraph, [444.0, 458.0, 114.0, 18.0], shoonya_6sMC3WKRCMVTUT, 6516360]
[paragraph, [444.0, 476.0, 114.0, 18.0], shoonya_6sMC3WKRCMVTUT, 6516360]
[paragraph, [444.0, 494.0, 114.0, 18.0], shoonya_6sMC3WKRCMVTUT, 6516360]
[paragraph, [444.0, 512.0, 114.0, 18.0], shoonya_6sMC3WKRCMVTUT, 6516360]
[paragraph, [444.0, 530.0, 114.0, 18.0], shoonya_6sMC3WKRCMVTUT, 6516360]
[paragraph, [444.0, 548.0, 114.0, 18.0], shoonya_6sMC3WKRCMVTUT, 6516360]
[paragraph, [221.0, 554.0, 168.0, 18.0], p4OZrGmzdh, 6516360]
[paragraph, [221.0, 572.0, 168.0, 18.0], p4OZrGmzdh, 6516360]
[website-link, [39.0, 578.0, 137.0, 18.0], NxI_P1Yt_4, 6516360]
[paragraph, [393.0, 578.0, 163.0, 18.0], shoonya_2sLPOWF1YBWTGC, 6516360]
[paragraph, [393.0, 596.0, 163.0, 18.0], shoonya_2sLPOWF1YBWTGC, 6516360]
[paragraph, [393.0, 614.0, 163.0, 18.0], shoonya_2sLPOWF1YBWTGC, 6516360]
[paragraph, [393.0, 632.0, 163.0, 18.0], shoonya_2sLPOWF1YBWTGC, 6516360]
[paragraph, [393.0, 650.0, 163.0, 18.0], shoonya_2sLPOWF1YBWTGC, 6516360]
[paragraph, [393.0, 668.0, 163.0, 18.0], shoonya_2sLPOWF1YBWTGC, 6516360]
[paragraph, [223.0, 591.0, 165.0, 18.0], shoonya_0sTURDDT69JRZM, 6516360]
[paragraph, [223.0, 609.0, 165.0, 18.0], shoonya_0sTURDDT69JRZM, 6516360]
[paragraph, [223.0, 627.0, 165.0, 18.0], shoonya_0sTURDDT69JRZM, 6516360]
[paragraph, [223.0, 645.0, 165.0, 18.0], shoonya_0sTURDDT69JRZM, 6516360]
[paragraph, [223.0, 663.0, 165.0, 18.0], shoonya_0sTURDDT69JRZM, 6516360]
[paragraph, [223.0, 681.0, 165.0, 18.0], shoonya_0sTURDDT69JRZM, 6516360]
[paragraph, [223.0, 699.0, 165.0, 18.0], shoonya_0sTURDDT69JRZM, 6516360]
[paragraph, [223.0, 717.0, 165.0, 18.0], shoonya_0sTURDDT69JRZM, 6516360]
[sidebar, [19.0, 620.0, 180.0, 18.0], shoonya_13sMWC0KFUJMS4, 6516360]
[sidebar, [19.0, 638.0, 180.0, 18.0], shoonya_13sMWC0KFUJMS4, 6516360]
[sidebar, [19.0, 656.0, 180.0, 18.0], shoonya_13sMWC0KFUJMS4, 6516360]
[sidebar, [19.0, 674.0, 180.0, 18.0], shoonya_13sMWC0KFUJMS4, 6516360]
[sidebar, [19.0, 692.0, 180.0, 18.0], shoonya_13sMWC0KFUJMS4, 6516360]
[sidebar, [19.0, 710.0, 180.0, 18.0], shoonya_13sMWC0KFUJMS4, 6516360]
[sidebar, [19.0, 728.0, 180.0, 18.0], shoonya_13sMWC0KFUJMS4, 6516360]
[contact-info, [413.0, 702.0, 147.0, 18.0], shoonya_14sH9MLNSE03SR, 6516360]
[contact-info, [413.0, 720.0, 147.0, 18.0], shoonya_14sH9MLNSE03SR, 6516360]
