[1755, 1240]
[section-title, [210.0, 153.0, 766.0, 49.5], shoonya_4sOA1BXH4RQGHR, 5693103]
[paragraph, [216.0, 235.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 271.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 307.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 343.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 379.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 415.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 451.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 487.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 523.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 559.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 595.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [216.0, 631.0, 884.0, 36.0], shoonya_2sC2T6GIV4DD8R, 5693103]
[paragraph, [214.0, 714.0, 891.0, 36.0], shoonya_1sL1Q609CN5J6C, 5693103]
[paragraph, [214.0, 750.0, 891.0, 36.0], shoonya_1sL1Q609CN5J6C, 5693103]
[paragraph, [214.0, 786.0, 891.0, 36.0], shoonya_1sL1Q609CN5J6C, 5693103]
[paragraph, [214.0, 822.0, 891.0, 36.0], shoonya_1sL1Q609CN5J6C, 5693103]
[paragraph, [214.0, 858.0, 891.0, 36.0], shoonya_1sL1Q609CN5J6C, 5693103]
[paragraph, [214.0, 894.0, 891.0, 36.0], shoonya_1sL1Q609CN5J6C, 5693103]
[paragraph, [214.0, 930.0, 891.0, 36.0], shoonya_1sL1Q609CN5J6C, 5693103]
[paragraph, [214.0, 966.0, 891.0, 36.0], shoonya_1sL1Q609CN5J6C, 5693103]
[paragraph, [214.0, 1002.0, 891.0, 36.0], shoonya_1sL1Q609CN5J6C, 5693103]
[paragraph, [214.0, 1038.0, 891.0, 36.0], shoonya_1sL1Q609CN5J6C, 5693103]
[paragraph, [215.0, 1232.0, 890.0, 36.0], shoonya_0sKH9L55W8N0KW, 5693103]
[paragraph, [215.0, 1268.0, 890.0, 36.0], shoonya_0sKH9L55W8N0KW, 5693103]
[paragraph, [215.0, 1304.0, 890.0, 36.0], shoonya_0sKH9L55W8N0KW, 5693103]
[paragraph, [215.0, 1340.0, 890.0, 36.0], shoonya_0sKH9L55W8N0KW, 5693103]
[paragraph, [215.0, 1376.0, 890.0, 36.0], shoonya_0sKH9L55W8N0KW, 5693103]
[paragraph, [215.0, 1412.0, 890.0, 36.0], shoonya_0sKH9L55W8N0KW, 5693103]
[paragraph, [215.0, 1448.0, 890.0, 36.0], shoonya_0sKH9L55W8N0KW, 5693103]
[paragraph, [215.0, 1484.0, 890.0, 36.0], shoonya_0sKH9L55W8N0KW, 5693103]
[paragraph, [215.0, 1520.0, 890.0, 36.0], shoonya_0sKH9L55W8N0KW, 5693103]
