[2806, 1984]
[section-title, [441.0, 94.0, 1123.0, 79.5], 1GmWAMZSXx, 5698767]
[ordered-list, [214.0, 203.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 249.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 296.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 342.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 389.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 435.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 482.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 528.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 575.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 621.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 668.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 714.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 761.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 807.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 854.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 900.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 947.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 993.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 1040.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 1086.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 1133.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 1179.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 1226.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 1272.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 1319.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 1365.5, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[ordered-list, [214.0, 1412.0, 1553.0, 46.5], shoonya_5s1GGD61J32L2R, 5698767]
[answer, [203.0, 1696.0, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 1742.5, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 1789.0, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 1835.5, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 1882.0, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 1928.5, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 1975.0, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2021.5, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2068.0, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2114.5, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2161.0, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2207.5, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2254.0, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2300.5, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2347.0, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2393.5, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2440.0, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2486.5, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[answer, [203.0, 2533.0, 1586.0, 46.5], shoonya_8s65Y9LZHIFGEU, 5698767]
[ordered-list, [219.0, 1922.0, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 1968.5, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2015.0, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2061.5, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2108.0, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2154.5, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2201.0, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2247.5, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2294.0, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2340.5, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2387.0, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2433.5, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2480.0, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
[ordered-list, [219.0, 2526.5, 1555.0, 46.5], shoonya_7sP4NZTROPCJGH, 5698767]
