[842, 595]
[section-title, [65.0, 88.0, 168.0, 30.0], adgeqqvW5w, 5742180]
[section-title, [65.0, 118.0, 168.0, 30.0], adgeqqvW5w, 5742180]
[paragraph, [246.0, 93.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 111.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 129.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 147.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 165.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 183.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 201.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 219.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 237.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 255.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 273.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 291.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 309.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 327.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 345.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 363.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 381.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 399.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 417.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 435.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[paragraph, [246.0, 453.0, 296.0, 18.0], shoonya_1sQV5JMXT9YMO8, 5742180]
[author, [110.0, 178.0, 80.0, 18.0], wG2Gor_vws, 5742180]
[contact-info, [72.0, 207.0, 152.0, 18.0], 5viifU4Mdh, 5742180]
[contact-info, [72.0, 225.0, 152.0, 18.0], 5viifU4Mdh, 5742180]
[author, [103.0, 263.0, 98.0, 18.0], UPovjBvyMU, 5742180]
[paragraph, [248.0, 486.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 504.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 522.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 540.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 558.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 576.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 594.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 612.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 630.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 648.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 666.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 684.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[paragraph, [248.0, 702.0, 296.0, 18.0], shoonya_0s3LVFJ41X0V5V, 5742180]
[folio, [464.0, 731.0, 90.0, 18.0], shoonya_3s0A0K3987XUY7, 5742180]
[folio, [464.0, 749.0, 90.0, 18.0], shoonya_3s0A0K3987XUY7, 5742180]
