[1437, 878]
[section-title, [305.0, 122.0, 266.0, 30.0], shoonya_2sNK48GZOF2V2C, 5770034]
[section-title, [305.0, 152.0, 266.0, 30.0], shoonya_2sNK48GZOF2V2C, 5770034]
[index, [69.0, 192.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 210.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 228.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 246.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 264.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 282.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 300.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 318.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 336.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 354.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 372.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 390.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 408.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 426.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 444.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 462.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 480.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 498.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 516.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 534.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 552.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 570.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 588.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 606.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 624.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 642.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 660.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 678.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 696.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 714.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 732.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 750.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 768.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 786.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 804.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 822.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 840.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
