[1754, 1241]
[ordered-list, [108.0, 100.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 136.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 172.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 208.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 244.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 280.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 316.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 352.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 388.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 424.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 460.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 496.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 532.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 568.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 604.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 640.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 676.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 712.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 748.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 784.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 820.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 856.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 892.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 928.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 964.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 1000.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 1036.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 1072.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 1108.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 1144.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 1180.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 1216.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 1252.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
[ordered-list, [108.0, 1288.0, 1054.0, 36.0], JlFNoacyeh, 5708844]
