[3509, 2480]
[section-title, [383.0, 394.0, 653.0, 93.0], shoonya_0sN7IZ4G40NA66, 5723824]
[paragraph, [346.0, 545.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 597.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 650.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 702.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 755.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 807.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 860.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 912.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 965.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1017.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1070.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1122.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1175.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1227.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1280.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1332.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1385.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1437.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1490.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1542.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1595.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1647.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1700.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1752.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1805.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1857.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1910.0, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [346.0, 1962.5, 1780.0, 52.5], mOVhfHWxhD, 5723824]
[paragraph, [340.0, 2270.0, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2322.5, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2375.0, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2427.5, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2480.0, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2532.5, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2585.0, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2637.5, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2690.0, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2742.5, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2795.0, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2847.5, 1777.0, 52.5], jPO_SUR14b, 5723824]
[paragraph, [340.0, 2957.0, 1777.0, 52.5], uz-eeFH0o-, 5723824]
[paragraph, [340.0, 3009.5, 1777.0, 52.5], uz-eeFH0o-, 5723824]
[paragraph, [340.0, 3062.0, 1777.0, 52.5], uz-eeFH0o-, 5723824]
