[3300, 2550]
[paragraph, [424.0, 271.0, 1847.0, 52.5], HgmbxUjLMz, 5720755]
[paragraph, [424.0, 323.5, 1847.0, 52.5], HgmbxUjLMz, 5720755]
[paragraph, [424.0, 376.0, 1847.0, 52.5], HgmbxUjLMz, 5720755]
[reference, [347.0, 477.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 529.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 582.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 634.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 687.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 739.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 792.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 844.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 897.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 949.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1002.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1054.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1107.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1159.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1212.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1264.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1317.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1369.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1422.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1474.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1527.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1579.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1632.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1684.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1737.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1789.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1842.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1894.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1947.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 1999.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2052.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2104.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2157.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2209.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2262.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2314.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2367.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2419.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2472.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2524.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2577.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2629.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2682.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2734.5, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
[reference, [347.0, 2787.0, 1921.0, 52.5], shoonya_1sC0CAQHHHYDKI, 5720755]
